Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,Wenqin Chen;Jessica Keast;Jordan Moody;Corinne Moriarty;Felicia Villalobos;Virtue Winter;Xueqi Zhang;Xuanqi Lyu;Elizabeth Freeman;Jessie Wang;Sherry Cai;Katherine Kinnaird,Data Usage in MIR: History & Future Recommendations,2019,https://doi.org/10.5281/zenodo.3527733,Wenqin Chen+Smith College>USA>education;Jessica Keast+Smith College>USA>education;Jordan Moody+Smith College>USA>education;Corinne Moriarty+Smith College>USA>education;Felicia Villalobos+Smith College>USA>education;Virtue Winter+Smith College>USA>education;Xueqi Zhang+Smith College>USA>education;Xuanqi Lyu+Smith College>USA>education;Elizabeth Freeman+Smith College>USA>education;Jessie Wang+Smith College>USA>educationSherry Cai+Smith College>USA>education;Katherine M. Kinnaird+Smith College>USA>education,"The MIR community faces unique challenges in terms of data access, due in large part to country-specific copyright laws. As a result, there is an emerging divide in the MIR research community between labs that have access to music through large companies with abundant funds, and independent labs at smaller institutions who do not have such expansive access. This paper explores how independent researchers have worked to overcome limitations of access to music data without contributing to the crisis of reproducibility.  Acknowledging that there is no single solution for every data access problem that smaller labs face, we propose a number of possibilities for how the MIR community can bridge the gap between advancements from large companies and those within academia. As MIR looks towards the next 20 years, democratizing and expanding access to MIR research and music data is critical. Future solutions could include a  distributed MIREX system, an API designed for MIR researchers, and community-led advocacy to stakeholders."
1,Alexander Lerch;Claire Arthur;Ashis Pati;Siddharth Gururani,Music Performance Analysis: A Survey,2019,https://doi.org/10.5281/zenodo.3527735,Alexander Lerch+Georgia Institute of Technology>USA>education;Claire Arthur+Georgia Institute of Technology>USA>education;Ashis Pati+Georgia Institute of Technology>USA>education;Siddharth Gururani+Georgia Institute of Technology>USA>education,"Music Information Retrieval (MIR) tends to focus on the analysis of audio signals. Often, a single music recording is used as representative of a ""song"" even though different performances of the same song may reveal different properties. A performance is distinct in many ways from a (arguably more abstract) representation of a ""song,"" ""piece,"" or musical score. The characteristics of the (recorded) performance -as opposed to the score or musical idea- can have a major impact on how a listener perceives music. The analysis of music performance, however, has been traditionally only a peripheral topic for the MIR research community. This paper surveys the field of Music Performance Analysis (MPA) from various perspectives, discusses its significance to the field of MIR, and points out opportunities for future research in this field."
2,Peter Knees;Markus Schedl;Masataka Goto,Intelligent User Interfaces for Music Discovery: The Past 20 Years and What's to Come,2019,https://doi.org/10.5281/zenodo.3527737,Peter Knees+TU Wien>AUT>education;Markus Schedl+Johannes Kepler University Linz>AUT>education;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility,"Providing means to assist the user in finding music is one of the original motivations underlying the research field known as Music Information Retrieval (MIR). Therefore, already the first edition of ISMIR in the year 2000 called for papers addressing the topic of ""User interfaces for music IR"". Since then, the way humans interact with technology to access and listen to music has substantially changed, not least driven by the advances of MIR and related research fields such as machine learning and recommender systems.   In this paper, we reflect on the evolution of MIR-driven user interfaces for music browsing and discovery over the past two decades. We argue that three major developments have transformed and shaped user interfaces during this period, each connected to a phase of new listening practices: first, connected to personal music collections, intelligent audio processing and content description algorithms that facilitate the automatic organization of repositories and finding music according to sound qualities; second, connected to collective web platforms, the exploitation of user-generated metadata pertaining to semantic descriptions; and third, connected to streaming services, the collection of online music interaction traces on a large scale and their exploitation in recommender systems.  We review and contextualize work from ISMIR and related venues from all three phases and extrapolate current developments to outline possible scenarios of music recommendation and listening interfaces of the future."
3,Johan Pauwels;Ken O'Hanlon;Emilia Gomez;Mark B. Sandler,20 Years of Automatic Chord Recognition from Audio,2019,https://doi.org/10.5281/zenodo.3527739,"Johan Pauwels+Centre for Digital Music, Queen Mary University of London>GBR>education;Ken O’Hanlon+Centre for Digital Music, Queen Mary University of London>GBR>education;Emilia Gómez+Music Technology Group, Universitat Pompeu Fabra>ESP>education;Mark B. Sandler+Centre for Digital Music, Queen Mary University of London>GBR>education","In 1999, Fujishima published ""Realtime Chord Recognition of Musical Sound: a System using Common Lisp Music"". This paper kickstarted an active research topic that has been popular in and around the ISMIR community. The field of Automatic Chord Recognition (ACR) has evolved considerably from early knowledge-based systems towards data-driven methods, with neural network approaches arguably being central to current ACR research. Nonetheless, many of its core issues were already addressed or referred to in the Fujishima paper. In this paper, we review those twenty years of ACR according to these issues. We furthermore attempt to frame current directions in the field in order to establish some perspective for future research."
4,Jeong Choi;Jongpil Lee;Jiyoung Park;Juhan Nam,Zero-shot Learning for Audio-based Music Classification and Tagging,2019,https://doi.org/10.5281/zenodo.3527741,Jeong Choi+KAIST>KOR>education|NAVER Corp.>KOR>company;Jongpil Lee+KAIST>KOR>education;Jiyoung Park+NAVER Corp.>KOR>company;Juhan Nam+KAIST>KOR>education,"Audio-based music classification and tagging is typically based on categorical supervised learning with a fixed set of labels. This intrinsically cannot handle unseen labels such as newly added music genres or semantic words that users arbitrarily choose for music retrieval. Zero-shot learning can address this problem by leveraging an additional semantic space of labels where auxiliary information about the labels is used to unveil the relationship between each other.  In this work, we investigate the zero-shot learning in music domain and organize two different setups of auxiliary information. One is using human-labeled attribute information based on Free Music Archive and OpenMIC-2018 datasets. The other is using general word semantic information based on Million Song Dataset and Last.fm tag annotations.  Considering a music track is usually multi-labeled in music classification and tagging datasets, we also propose a data split scheme and associated evaluation settings for the multi-label zero-shot learning.  Finally, we report experimental results and discuss the effectiveness and new possibilities of zero-shot learning in music domain."
5,"Alexander Pacha;Jorge Calvo-Zaragoza;Jan Hajič, jr.",Learning Notation Graph Construction for Full-Pipeline Optical Music Recognition,2019,https://doi.org/10.5281/zenodo.3527744,Alexander Pacha+TU Wien>AUT>education;Jorge Calvo-Zaragoza+University of Alicante>ESP>education;Jan Hajiˇc jr.+Charles University>CHE>education,"Optical Music Recognition (OMR) promises great benefits to Music Information Retrieval by reducing the costs of making sheet music available in a symbolic format. Recent advances in deep learning have turned typical OMR obstacles into clearly solvable problems, especially the stages that visually process the input image, such as staff line removal or detection of music-notation objects. However, merely detecting objects is not enough for retrieving the actual content, as music notation is a configurational writing system where the semantic of a primitive is defined by its relationship to other primitives. Thus, OMR systems must employ a notation assembly stage to infer such relationships among the detected objects. So far, this stage has been addressed by devising a set of predefined rules or grammars, which hardly generalize well. In this work, we formulate the notation assembly stage from a set of detected primitives as a machine learning problem. Our notation assembly is modeled as a graph that stores syntactic relationships among primitives, which allows us to capture the configuration of symbols in a music-notation document. Our results over the handwritten sheet music corpus MUSCIMA++ show 95.2% precision, 96.0% recall, and an F-score of 95.6% in establishing the correct syntactic relationships. When inferring relationships on data from a music object detector, the model achieves 93.2% precision, 91.5% recall and an F-score of 92.3%."
6,Siddharth Gururani;Mohit Sharma;Alexander Lerch,An Attention Mechanism for Musical Instrument Recognition,2019,https://doi.org/10.5281/zenodo.3527746,"Siddharth Gururani+Center for Music Technology, Georgia Institute of Technology>USA>education;Mohit Sharma+Center for Music Technology, Georgia Institute of Technology>USA>education;Alexander Lerch+Center for Music Technology, Georgia Institute of Technology>USA>education","While the automatic recognition of musical instruments has seen significant progress, the task is still considered hard for music featuring multiple instruments as opposed to single instrument recordings. Datasets for polyphonic instrument recognition can be categorized into roughly two categories. Some, such as MedleyDB, have strong per-frame instrument activity annotations but are usually small in size. Other, larger datasets such as OpenMIC only have weak labels, i.e., instrument presence or absence is annotated only for long snippets of a song. We explore an attention mechanism for handling weakly labeled data for multi-label instrument recognition. Attention has been found to perform well for other tasks with weakly labeled data. We compare the proposed attention model to multiple models which include a baseline binary relevance random forest, recurrent neural network, and fully connected neural networks. Our results show that incorporating attention leads to an overall improvement in classification accuracy metrics across all 20 instruments in the OpenMIC dataset. We find that attention enables models to focus on (or 'attend to') specific time segments in the audio relevant to each instrument label leading to interpretable results."
7,Thitaree Tanprasert;Teerapat Jenrungrot;Meinard Müller;Timothy Tsai,MIDI-Sheet Music Alignment Using Bootleg Score Synthesis,2019,https://doi.org/10.5281/zenodo.3527748,Thitaree Tanprasert+Harvey Mudd College>USA>education;Teerapat Jenrungrot+Harvey Mudd College>USA>education;Meinard Müller+International Audio Laboratories Erlangen>DEU>education;TJ Tsai+Harvey Mudd College>USA>education,"MIDI-sheet music alignment is the task of finding correspondences between a MIDI representation of a piece and its corresponding sheet music images.  Rather than using optical music recognition to bridge the gap between sheet music and MIDI, we explore an alternative approach: projecting the MIDI data into pixel space and performing alignment in the image domain.  Our method converts the MIDI data into a crude representation of the score that only contains rectangular floating notehead blobs, a process we call bootleg score synthesis.  Furthermore, we project sheet music images into the same bootleg space by applying a deep watershed notehead detector and filling in the bounding boxes around each detected notehead.  Finally, we align the bootleg representations using a simple variant of dynamic time warping.  On a dataset of 68 real scanned piano scores from IMSLP and corresponding MIDI performances, our method achieves a 97.3% accuracy at an error tolerance of one second, outperforming several baseline systems that employ optical music recognition."
8,Rachel Bittner;Magdalena Fuentes;David Rubinstein;Andreas Jansson;Keunwoo Choi;Thor Kell,mirdata: Software for Reproducible Usage of Datasets,2019,https://doi.org/10.5281/zenodo.3527750,"Rachel M. Bittner+Spotify>USA>company;Magdalena Fuentes+L2S, CNRS–Univ. Paris-Sud–CentraleSupélec>FRA>education|LTCI, Télécom Paris, Institut Polytechnique de Paris>FRA>education;David Rubinstein+Spotify>USA>company;Andreas Jansson+Spotify>USA>company;Keunwoo Choi+Spotify>USA>company;Thor Kell+Spotify>USA>company","There are a number of efforts in the MIR community towards increased reproducibility, such as creating more open datasets, publishing code, and the use of common software libraries, e.g. for evaluation. However, when it comes to datasets, there is usually little guarantee that researchers are using the exact same data in the same way, which among other issues, makes comparisons of different methods on the ""same"" datasets problematic.  In this paper, we first show how (often unknown) differences in datasets can lead to significantly different experimental results. We propose a solution to these problems in the form of an open source library, mirdata, which handles datasets in their current distribution modes, but controls for possible variability. In particular, it contains tools which: (1) validate if the user's data (e.g. audio, annotations) is consistent with a canonical version of the dataset; (2) load annotations in a consistent manner; (3) download or give instructions for obtaining data; and (4) make it easy to perform track metadata-specific analysis."
9,Guillaume Doras;Geoffroy Peeters,Cover Detection Using Dominant Melody Embeddings,2019,https://doi.org/10.5281/zenodo.3527752,"Guillaume Doras+Sacem & Ircam Lab, CNRS, Sorbonne Université>FRA>education;Geoffroy Peeters+Telecom Paris, Institut Polytechnique de Paris>FRA>education","Automatic cover detection -- the task of finding in an audio database all the covers of one or several query tracks -- has long been seen as a challenging theoretical problem in the MIR community and as an acute practical problem for authors and composers societies. Original algorithms proposed for this task have proven their accuracy on small datasets, but are unable to scale up to modern real-life audio corpora. On the other hand, faster approaches designed to process thousands of pairwise comparisons resulted in lower accuracy, making them unsuitable for practical use.  In this work, we propose a neural network architecture that is trained to represent each track as a single embedding vector. The computation burden is therefore left to the embedding extraction -- that can be conducted offline and stored, while the pairwise comparison task reduces to a simple Euclidean distance computation. We further propose to extract each track's embedding out of its dominant melody representation, obtained by another neural network trained for this task. We then show that this architecture improves state-of-the-art accuracy both on small and large datasets, and is able to scale to query databases of thousands of tracks in a few seconds."
