Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,Catherine Lai;Ichiro Fujinaga,Data Dictionary: Metadata for Phonograph Records.,2006,https://doi.org/10.5281/zenodo.1417423,"Catherine Lai, Schulich School of Music, McGill University, CAN, education;Ichiro Fujinaga, Schulich School of Music, McGill University, CAN, education","""The creation and maintenance of a metadata data dictionary is essential to large-scale digital repositories. It assists the process of data entry, ensures consistency of records, facilitates semantic compatibility and interoperability between systems, and, most importantly, forms the foundation for efficient and effective information retrieval infrastructure. In this paper we explain in detail the necessity of metadata data dictionaries to digitization projects and digital library retrieval services. We also describe the development process of our Data Dictionary for phonograph records. We then present the underlying data model of our Data Dictionary and provide information about the meaning and use of semantic units defined in the Data Dictionary. We stress the usefulness of the generation and maintenance of our Data Dictionary for MIR as it provides a means to ensure accurate, consistent, and comprehensive metadata annotation. For maximum interoperability between systems, digital repositories not only need to agree on the same metadata fields, but also the meanings of the fields. To this end, we believe our Data Dictionary is the cornerstone of optimal retrieval of music information about phonograph records."""
1,Daniel McEnnis;Cory McKay;Ichiro Fujinaga,Overview of OMEN.,2006,https://doi.org/10.5281/zenodo.1418171,"Daniel McEnnis, McGill University, CAN, education;Cory McKay, McGill University, CAN, education;Ichiro Fujinaga, McGill University, CAN, education","""This paper introduces OMEN (On-demand Metadata Extraction Network), which addresses a fundamental problem in MIR: the lack of universal access to a large dataset containing significant amounts of copyrighted music. This is accomplished by utilizing the large collections of digitized music available at many libraries. Using OMEN, libraries will be able to perform on-demand feature extraction on site, returning feature values to researchers instead of providing direct access to the recordings themselves. This avoids copyright difficulties, since the underlying music never leaves the library that owns it. The analysis is performed using grid-style computation on library machines that are otherwise under-used (e.g., devoted to patron web and catalogue use)."""
2,Jenn Riley;Constance A. Mayer,Ask a Librarian: The Role of Librarians in the Music Information Retrieval Community.,2006,https://doi.org/10.5281/zenodo.1414986,"Jenn Riley, Indiana University, USA, education;Constance A. Mayer, University of Maryland, USA, education","Participation from music librarians has been sparse in the 
first six ISMIR conferences, despite many potential areas 
of common interest. This paper makes an argument for the 
benefit to both the library and Music IR communities of 
increased representation of librarians at ISMIR. An 
analysis of conference programs and primary publications 
of two music library organizations to determine topics 
from the library literature relevant to Music IR research is 
presented. A discussion follows of expertise music 
librarians could potentially contribute to Music IR research 
and the ways in which Music IR research could further the 
work of music librarians, in each of the topics represented 
in the library literature."
3,Xiao Hu 0001;J. Stephen Downie;Andreas F. Ehmann,Exploiting Recommended Usage Metadata: Exploratory Analyses.,2006,https://doi.org/10.5281/zenodo.1415998,"Xiao Hu, University of Illinois at Urbana-Champaign, USA, education;J. Stephen Downie, University of Illinois at Urbana-Champaign, USA, education;Andreas F. Ehmann, University of Illinois at Urbana-Champaign, USA, education","""In this paper, we conduct a series of exploratory analyses 
on the user-recommended usages of music as generated by 
1,042 reviewers who have posted to www.epinions.com.  
Using hierarchical clustering methods on data derived 
from the co-occurrence analyses of usage and genre, usage 
and artist, and usage and album, we are able to conclude 
that further investigation of user-recommended usage 
metadata is warranted, especially with regard to its 
implications for future iterations of the Music Information 
Retrieval Evaluation eXchange (MIREX)."""
4,Jarno Seppänen;Antti J. Eronen;Jarmo Hiipakka,Joint Beat & Tatum Tracking from Music Signals.,2006,https://doi.org/10.5281/zenodo.1417319,"Jarno Sepp¨anen, Nokia Research Center, Finland, facility;Antti Eronen, Nokia Research Center, Finland, facility;Jarmo Hiipakka, Nokia Research Center, Finland, facility","This paper presents a method for extracting two key metrical properties, the beat and the tatum, from acoustic signals of popular music. The method is computationally very efficient while performing comparably to earlier methods. High efficiency is achieved through multirate accent analysis, discrete cosine transform periodicity analysis, and phase estimation by adaptive comb filtering. During analysis, the music signals are first represented in terms of accentuation on four frequency subbands, and then the accent signals are transformed into periodicity domain. Beat and tatum periods and phases are estimated in a probabilistic setting, incorporating primitive musicological knowledge of beat–tatum relations, the prior distributions, and the temporal continuities of beats and tatums. In an evaluation with 192 songs, the beat tracking accuracy of the proposed method was found comparable to the state of the art. Complexity evaluation showed that the computational cost is less than 1% of earlier methods. The authors have written a real-time implementation of the method for the S60 smartphone platform."
5,Nick Whiteley;Ali Taylan Cemgil;Simon J. Godsill,Bayesian Modelling of Temporal Structure in Musical Audio.,2006,https://doi.org/10.5281/zenodo.1415138,"Nick Whiteley, University of Cambridge, GBR, education;A.Taylan Cemgil, University of Cambridge, GBR, education;Simon Godsill, University of Cambridge, GBR, education","""This paper presents a probabilistic model of temporal structure in music which allows joint inference of tempo, meter and rhythmic pattern. The framework of the model naturally quantifies these three musical concepts in terms of hidden state-variables, allowing resolution of otherwise apparent ambiguities in musical structure. At the heart of the system is a probabilistic model of a hypothetical ‘bar-pointer’ which maps an input signal to one cycle of a latent, periodic rhythmical pattern. The system flexibly accommodates different input signals via two observation models: a Poisson points model for use with MIDI onset data and a Gaussian process model for use with raw audio signals. The discrete state-space permits exact computation of posterior probability distributions for the quantities of interest. Results are presented for both observation models, demonstrating the ability of the system to correctly detect changes in rhythmic pattern and meter, whilst tracking tempo."""
6,Frank Kurth;Thorsten Gehrmann;Meinard Müller,The Cyclic Beat Spectrum: Tempo-Related Audio Features for Time-Scale Invariant Audio Identification.,2006,https://doi.org/10.5281/zenodo.1414980,"Frank Kurth, University of Bonn, DEU, education;Thorsten Gehrmann, University of Bonn, DEU, education;Meinard Müller, University of Bonn, DEU, education","""In this paper, we present a novel set of tempo-related audio features for applications in audio retrieval. As opposed to existing feature sets commonly used in the retrieval domain which mainly focus on local spectral characteristics of the audio signal, our features capture its local temporal behaviour w.r.t. tempo, rhythm, and meter. As a key component to obtaining a high level of feature robustness we introduce the cyclic beat spectrum (CBS) consisting of residual tempo classes which are constructed similarly to the well-known pitch chroma classes. We illustrate the use of the newly constructed features by applying them to robust time-scale invariant audio identification."""
7,Donald Byrd;Megan Schindele,Prospects for Improving OMR with Multiple Recognizers.,2006,https://doi.org/10.5281/zenodo.1418307,"Donald Byrd, Indiana University, USA, education;Megan Schindele, Indiana University, USA, education","OMR (Optical Music Recognition) programs have been 
available for years, but they still leave much to be desired 
in terms of accuracy. We studied the feasibility of 
achieving substantially better accuracy by using the output 
of several programs to “triangulate” and get better results 
than any of the individual programs; this multiple-
recognizer approach has had some success with other 
media but, to our knowledge, has never been tried for 
music. A major obstacle is that the complexity of music 
notation is such that evaluating OMR accuracy is difficult 
for any but the simplest music. Nonetheless, existing 
programs have serious enough limitations that the multiple-
recognizer approach is promising."
8,David Bainbridge 0001;Tim Bell,Identifying music documents in a collection of images.,2006,https://doi.org/10.5281/zenodo.1416424,"David Bainbridge, University of Waikato, NZL, education;Tim Bell, University of Canterbury, NZL, education","Digital libraries and search engines are now well-equipped
to ﬁnd images of documents based on queries. Many images
of music scores are now available, often mixed up with tex-
tual documents and images. For example, using the Google
“images” search feature, a search for “Beethoven” will re-
turn a number of scores and manuscripts as well as pictures
of the composer. In this paper we report on an investiga-
tion into methods to mechanically determine if a particular
document is indeed a score, so that the user can specify that
only musical scores should be returned. The goal is to ﬁnd a
minimal set of features that can be used as a quick test that
will be applied to large numbers of documents.
A variety of ﬁlters were considered, and two promising
ones (run-length ratios and Hough transform) were evalu-
ated.
We found that a method based around run-lengths
in vertical scans (RL) that out-performs a comparable al-
gorithm using the Hough transform (HT). On a test set of
1030 images, RL achieved recall and precision of 97.8% and
88.4% respectively while HT achieved 97.8% and 73.5%. In
terms of processor time, RL was more than ﬁve times as fast
as HT."
9,Laurent Pugin,Optical Music Recognitoin of Early Typographic Prints using Hidden Markov Models.,2006,https://doi.org/10.5281/zenodo.1416974,"Laurent Pugin, McGill University, Montreal, Canada, education","Music printed with movable type (typographic music) from
the 16th and 17th centuries contains speciﬁc graphic fea-
tures.
In this paper, we present a technique and associ-
ated experiments for performing optical music recognition
on such music prints using Hidden Markov Models (HMM).
Our original approach avoids the difﬁcult and unreliable re-
moval of staff lines usually required before processing. The
modeling of symbols on the staff is based on low-level sim-
ple features. We show that, using our technique, these fea-
tures are robust enough to obtain good recognition rates even
with poor quality images scanned from microﬁlm of origi-
nals. The music content retrieved by the optical recognition
process can be put to signiﬁcant use in, for example, the
creation of searchable digital music libraries."
10,Søren Tjagvad Madsen;Gerhard Widmer,Separating voices in MIDI.,2006,https://doi.org/10.5281/zenodo.1414752,"Søren Tjagvad Madsen, Austrian Research Institute for Artificial Intelligence, AUT, facility;Gerhard Widmer, Johannes Kepler University, AUT, education","""This paper presents an algorithm for converting midi events into logical voices. The algorithm is fundamentally based on the pitch proximity principle. New heuristics are introduced and evaluated in order to handle unsolved situations. The algorithm is tested on ground truth data: inventions and fugues by J. S. Bach. Due to its left to right processing it also runs on real time input."""
11,David Rizo;Pedro J. Ponce de León;Carlos Pérez-Sancho;Antonio Pertusa;José Manuel Iñesta Quereda,A Pattern Recognition Approach for Melody Track Selection in MIDI Files.,2006,https://doi.org/10.5281/zenodo.1417419,"David Rizo, Universidad de Alicante, ESP, education;Pedro J. Ponce de Le´on, Universidad de Alicante, ESP, education;Carlos P´erez-Sancho, Universidad de Alicante, ESP, education;Antonio Pertusa, Universidad de Alicante, ESP, education;Jos´e M. I˜nesta, Universidad de Alicante, ESP, education","Standard MIDI ﬁles contain data that can be considered as
a symbolic representation of music (a digital score), and
most of them are structured as a number of tracks. One of
them usually contains the melodic line of the piece, while
the other tracks contain accompaniment music. The goal of
this work is to identify the track that contains the melody us-
ing statistical properties of the musical content and pattern
recognition techniques. Finding that track is very useful for
a number of applications, like speeding up melody match-
ing when searching in MIDI databases or motif extraction,
among others. First, a set of descriptors from each track of
the target ﬁle are extracted. These descriptors are the input
to a random forest classiﬁer that assigns the probability of
being a melodic line to each track. The track with the high-
est probability is selected as the one containing the melodic
line of that MIDI ﬁle. Promising results have been obtained
testing a number of databases of different music styles."
12,Amaury Hazan;Maarten Grachten;Rafael Ramírez 0001,Evolving Performance Models by Performance Similarity: Beyond Note-to-note Transformations.,2006,https://doi.org/10.5281/zenodo.1417691,"Amaury Hazan, Pompeu Fabra University, ESP, education;Maarten Grachten, Spanish Council for Scientific Research, ESP, facility;Rafael Ramirez, Pompeu Fabra University, ESP, education","""This paper focuses on expressive music performance mod-
eling. We induce a population of score-driven performance
models using a database of annotated performances extracted
from saxophone acoustic recordings of jazz standards. In
addition to note-to-note timing transformations that are in-
variably introduced in human renditions, more extensive al-
terations that lead to insertions and deletions of notes are
usual in jazz performance. In spite of this, inductive ap-
proaches usually treat these latter alterations as artifacts. As
a ﬁrst step, we integrate part of the alterations occurring in
jazz performances in an evolutionary regression tree model
based on strongly typed genetic programming (STGP). This
is made possible (i) by creating a new regression data type
that includes a range of melodic alterations and (ii) by using
a similarity measurement based on an edit-distance ﬁt to hu-
man performance similarity judgments. Finally, we present
the results of both learning and generalization experiments
using a set of standards from the Real Book."""
