Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,Jin Ha Lee;J. Stephen Downie;Sally Jo Cunningham,Challenges in Cross-Cultural/Multilingual Music Information Seeking.,2005,https://doi.org/10.5281/zenodo.1416706,"Jin Ha Lee, Graduate School of Library and Information Science, University of Illinois at Urbana-Champaign;J. Stephen Downie, Graduate School of Library and Information Science, University of Illinois at Urbana-Champaign;Sally Jo Cunningham, Dept. of Computer Science, University of Waikato, New Zealand",Understanding and meeting the needs of a broad range of music users across different cultures and languages are central in designing a global music digital library. This exploratory study examines cross-cultural/multilingual music information seeking behaviors and reveals some important characteristics of these behaviors by analyzing 107 authentic music information queries from a Korean knowledge search portal Naver 지식 (knowledge) iN and 150 queries from Google Answers website. We conclude that new sets of access points must be developed to accommodate music queries that cross cultural or language boundaries.
1,Cynthia M. Grund,"Music Information Retrieval, Memory and Culture: Some Philosohpical Remarks.",2005,https://doi.org/10.5281/zenodo.1415626,"Cynthia M. Grund, Institute of Philosophy, Education and the Study of Religions, University of Southern Denmark","The purpose of this paper is twofold: the first goal is to highlight and briefly discuss a selection of these issues, while the second is to make a case for increased mutual awareness of each other on the parts of MIR and of humanistic research. Many traditional debates within the latter receive infusions of new perspectives from MIR, while research within MIR could be fruitfully pointed in directions suggested by questions of interest within traditional research in the humanities, e.g. the relationship of individual memory to cultural memory, issues regarding cross-cultural understanding and the importance of authenticity in artistic contexts."
2,Noris Mohd. Norowi;Shyamala Doraisamy;Rahmita Wirza O. K. Rahmat,Factors Affecting Automatic Genre Classification: An Investigation Incorporating Non-Western Musical Forms.,2005,https://doi.org/10.5281/zenodo.1418067,"Noris Mohd Norowi, Faculty of Computer Science and Information Technology, University Putra Malaysia;Shyamala Doraisamy, Faculty of Computer Science and Information Technology, University Putra Malaysia;Rahmita Wirza, Faculty of Computer Science and Information Technology, University Putra Malaysia","The number of studies investigating automated genre classification is growing following the increasing amounts of digital audio data available. The underlying techniques to perform automated genre classification in general include feature extraction and classification. This study investigates the factors affecting automated genre classification. As for the dataset, most studies in this area work with western genres and traditional Malay music is incorporated in this study. Eight genres were introduced; Dikir Barat, Etnik Sabah, Inang, Joget, Keroncong, Tumbuk Kalang, Wayang Kulit, and Zapin. A total of 417 tracks from various Audio Compact Discs were collected and used as the dataset. Results show that various factors such as the musical features extracted, classifiers employed, the size of the dataset, excerpt length, excerpt location and test set parameters improve classification results."
3,Markus Schedl;Peter Knees;Gerhard Widmer,Discovering and Visualizing Prototypical Artists by Web-Based Co-Occurrence Analysis.,2005,https://doi.org/10.5281/zenodo.1418315,"Markus Schedl, Johannes Kepler University (JKU), Austrian Research Institute for Artiﬁcial Intelligence (ÖFAI);Peter Knees, Johannes Kepler University (JKU);Gerhard Widmer, Johannes Kepler University (JKU), Austrian Research Institute for Artiﬁcial Intelligence (ÖFAI)","Detecting artists that can be considered as prototypes for particular genres or styles of music is an interesting task. In this paper, we present an approach that ranks artists according to their prototypicality. To calculate such a ranking, we use asymmetric similarity matrices obtained via co-occurrence analysis of artist names on web pages. We demonstrate our approach on a data set containing 224 artists from 14 genres and evaluate the results using the rank correlation between the prototypicality ranking and a ranking obtained by page counts of search queries to Google that contain artist and genre. High positive rank correlations are achieved for nearly all genres of the data set. Furthermore, we elaborate a visualization method that illustrates similarities between artists using the prototypes of all genres as reference points. On the whole, we show how to create a prototypicality ranking and use it, together with a similarity matrix, to visualize a music repository."
4,Ian Knopke,Geospatial Location of Music and Sound Files for Music Information Retrieval.,2005,https://doi.org/10.5281/zenodo.1417765,"Ian Knopke, McGill Music Technology","A relatively new avenue of Web-based information retrieval research is the use of geographical information to locate resources. This paper introduces a technique for locating sound and music files geographically by combining information extracted from the Web with geospatial location data. The results demonstrate the potential for Music Information Retrieval (MIR) to utilize the vast amount of audio materials on the Web within a physical and geographical context. The paper also discusses potential applications of these techniques, such as geospatial music web browsing, music marketing, and bandwidth optimization."
5,Thomas Lidy;Andreas Rauber,Evaluation of Feature Extractors and Psycho-Acoustic Transformations for Music Genre Classification.,2005,https://doi.org/10.5281/zenodo.1416856,"Thomas Lidy, Vienna University of Technology;Andreas Rauber, Vienna University of Technology","We present a study on the importance of psycho-acoustic transformations for effective audio feature calculation. From the results, both crucial and problematic parts of the algorithm for Rhythm Patterns feature extraction are identified. We furthermore introduce two new feature representations in this context: Statistical Spectrum Descriptors and Rhythm Histogram features. Evaluation on both the individual and combined feature sets is accomplished through a music genre classification task, involving 3 reference audio collections. Results are compared to published measures on the same data sets. Experiments confirmed that in all settings the inclusion of psycho-acoustic transformations provides significant improvement of classification accuracy."
6,Cory McKay;Rebecca Fiebrink;Daniel McEnnis;Beinan Li;Ichiro Fujinaga,ACE: A Framework for Optimizing Music Classification.,2005,https://doi.org/10.5281/zenodo.1415720,"Cory McKay, Music Technology, McGill University;Rebecca Fiebrink, Music Technology, McGill University;Daniel McEnnis, Music Technology, McGill University;Beinan Li, Music Technology, McGill University;Ichiro Fujinaga, Music Technology, McGill University","This paper presents ACE (Autonomous Classification Engine), a framework for using and optimizing classifiers. Given a set of feature vectors, ACE experiments with a variety of classifiers, classifier parameters, classifier ensembles and dimensionality reduction techniques in order to arrive at a good configuration for the problem at hand. In addition to evaluating classification methodologies in terms of success rates, functionality is also being incorporated into ACE allowing users to specify constraints on training and classification times as well as on the amount of time that ACE has to arrive at a solution. ACE is designed to facilitate classification for those new to pattern recognition as well as provide flexibility for those with more experience. ACE is packaged with audio and MIDI feature extraction software, although it can certainly be used with existing feature extractors. This paper includes a discussion of ways in which existing general-purpose classification software can be adapted to meet the needs of music researchers and shows how these ideas have been implemented in ACE. A standardized XML format for communicating features and other information to classifiers is proposed. A special emphasis is placed on the potential of classifier ensembles, which have remained largely untapped by the MIR community to date. A brief theoretical discussion of ensemble classification is presented in order to promote this powerful approach."
7,Koen Tanghe;Micheline Lesaffre;Sven Degroeve;Marc Leman;Bernard De Baets;Jean-Pierre Martens,Collecting Ground Truth Annotations for Drum Detection in Polyphonic Music.,2005,https://doi.org/10.5281/zenodo.1417715,"Koen Tanghe, IPEM, Department of Musicology, Ghent University;Micheline Lesaffre, IPEM, Department of Musicology, Ghent University;Sven Degroeve, Department of Applied Mathematics, Biometrics and Process Control, Ghent University;Marc Leman, IPEM, Department of Musicology, Ghent University;Bernard De Baets, Department of Applied Mathematics, Biometrics and Process Control, Ghent University;Jean-Pierre Martens, Department of Electronics and Information Systems, Ghent University","In order to train and test algorithms for drum detection in polyphonic music, ground truth data is needed. This paper describes a setup used for gathering manual annotations for real-world music fragments containing different drum event types. The annotators were experienced drummers or percussionists. The purpose of this paper is to provide annotation data for algorithm training and evaluation, describe a practical way of setting up a drum annotation task, and report issues that came up during the annotation sessions."
8,Gavin Wood;Simon O'Keefe,On Techniques for Content-Based Visual Annotation to Aid Intra-Track Music Navigation.,2005,https://doi.org/10.5281/zenodo.1417401,"Gavin Wood, University of York;Simon O’Keefe, University of York","Despite the fact that people are increasingly listening to music electronically, the core interface of the common tools for playing the music have had very little improvement. In particular the tools for intra-track navigation have remained basically static, not taking advantage of recent studies into the field of audio jisting, summarising and segmentation. We introduce a novel mechanism for musical audio linear summarisation and modify a widely used open source media player to utilise several music information retrieval techniques directly in the graphical user interface. With a broad range of music, we provide a qualitative discussion on several techniques used for content-based music information retrieval and perform quantitative investigation to their usefulness."
9,Christopher Harte;Mark B. Sandler;Samer A. Abdallah;Emilia Gómez,Symbolic Representation of Musical Chords: A Proposed Syntax for Text Annotations.,2005,https://doi.org/10.5281/zenodo.1415114,"Christopher Harte, Mark Sandler and Samer Abdallah, Centre for Digital Music, Queen Mary, University of London;Emilia G´omez, Music Technology Group, IUA, Universitat Pompeu Fabra","In this paper we propose a text represention for musical chord symbols that is simple and intuitive for musically trained individuals to write and understand, yet highly structured and unambiguous to parse with computer programs."
