Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,Sander Dieleman;Benjamin Schrauwen,Multiscale Approaches To Music Audio Feature Learning.,2013,https://doi.org/10.5281/zenodo.1416676,Sander Dieleman+Ghent University>BEL>education;Benjamin Schrauwen+Ghent University>BEL>education,"Content-based music information retrieval tasks are typically solved with a two-stage approach: features are extracted from music audio signals, and are then used as input to a regressor or classifier. These features can be engineered or learned from data. Although the former approach was dominant in the past, feature learning has started to receive more attention from the MIR community in recent years. Recent results in feature learning indicate that simple algorithms such as K-means can be very effective, sometimes surpassing more complicated approaches based on restricted Boltzmann machines, autoencoders or sparse coding. Furthermore, there has been increased interest in multiscale representations of music audio recently. Such representations are more versatile because music audio exhibits structure on multiple timescales, which are relevant for different MIR tasks to varying degrees. We develop and compare three approaches to multiscale audio feature learning using the spherical K-means algorithm. We evaluate them in an automatic tagging task and a similarity metric learning task on the Magnatagatune dataset."
1,Philippe Hamel;Matthew E. P. Davies;Kazuyoshi Yoshii;Masataka Goto,Transfer Learning In Mir: Sharing Learned Latent Representations For Music Audio Classification And Similarity.,2013,https://doi.org/10.5281/zenodo.1416108,Philippe Hamel+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Matthew E. P. Davies+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Kazuyoshi Yoshii+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility,"This paper discusses the concept of transfer learning and its potential applications to MIR tasks such as music audio classification and similarity. In a traditional supervised machine learning setting, a system can only use labeled data from a single dataset to solve a given task. The labels associated with the dataset define the nature of the task to solve. A key advantage of transfer learning is in leveraging knowledge from related tasks to improve performance on a given target task. One way to transfer knowledge is to learn a shared latent representation across related tasks. This method has shown to be beneficial in many domains of machine learning, but has yet to be explored in MIR. Many MIR datasets for audio classification present a semantic overlap in their labels. Furthermore, these datasets often contain relatively few songs. Thus, there is a strong case for exploring methods to share knowledge between these datasets towards a more general and robust understanding of high level musical concepts such as genre and similarity. Our results show that shared representations can improve classification accuracy. We also show how transfer learning can improve performance for music similarity."
2,Srikanth Cherla;Tillman Weyde;Artur S. d'Avila Garcez;Marcus Pearce,A Distributed Model For Multiple-Viewpoint Melodic Prediction.,2013,https://doi.org/10.5281/zenodo.1415682,Srikanth Cherla+City University London>GBR>education|Queen Mary University of London>GBR>education;Tillman Weyde+City University London>GBR>education|Queen Mary University of London>GBR>education;Artur d’Avila Garcez+City University London>GBR>education|Queen Mary University of London>GBR>education;Marcus Pearce+Queen Mary University of London>GBR>education,"The analysis of sequences is important for extracting information from music owing to its fundamentally temporal nature. In this paper, we present a distributed model based on the Restricted Boltzmann Machine (RBM) for melodic sequences. The model is similar to a previous successful neural network model for natural language. It is first trained to predict the next pitch in a given pitch sequence, and then extended to also make use of information in sequences of note-durations in monophonic melodies on the same task. In doing so, we also propose an efficient way of representing this additional information that takes advantage of the RBM’s structure. In our evaluation, this RBM-based prediction model performs slightly better than previously evaluated n-gram models in most cases. Results on a corpus of chorale and folk melodies showed that it is able to make use of information present in longer contexts more effectively than n-gram models, while scaling linearly in the number of free parameters required."
3,Erik M. Schmidt;Youngmoo Kim,Learning Rhythm And Melody Features With Deep Belief Networks.,2013,https://doi.org/10.5281/zenodo.1417185,Erik M. Schmidt+Drexel University>USA>education;Youngmoo E. Kim+Drexel University>USA>education,"Deep learning techniques provide powerful methods for the development of deep structured projections connecting multiple domains of data. But the fine-tuning of such networks for supervised problems is challenging, and many current approaches are therefore heavily reliant on pre-training, which consists of unsupervised processing on the input observation data. In previous work, we have investigated using magnitude spectra as the network observations, finding reasonable improvements over standard acoustic representations. However, in necessarily supervised problems such as music emotion recognition, there is no guarantee that the starting points for optimization are anywhere near optimal, as emotion is unlikely to be the most dominant aspect of the data. In this new work, we develop input representations using harmonic/percussive source separation designed to inform rhythm and melodic contour. These representations are beat synchronous, providing an event-driven representation, and potentially the ability to learn emotion informative representations from pre-training alone. In order to provide a large dataset for our pre-training experiments, we select a subset of 50,000 songs from the Million Song Dataset, and employ their 30-60 second preview clips from 7digital to compute our custom feature representations."
4,Parul Agarwal;Harish Karnick;Bhiksha Raj,A Comparative Study Of Indian And Western Music Forms.,2013,https://doi.org/10.5281/zenodo.1416882,"Parul Agarwal+Indian Institute of Technology, Kanpur>IND>education|Unknown>Unknown>Unknown;Harish Karnick+Indian Institute of Technology, Kanpur>IND>education|Unknown>Unknown>Unknown;Bhiksha Raj+Carnegie Mellon University>USA>education","Music in India has very ancient roots. Indian classical music is considered to be one of the oldest musical traditions in the world but compared to Western music very little work has been done in the areas of genre recognition, classification, automatic tagging, comparative studies etc. In this work, we investigate the structural differences between Indian and Western music forms and compare the two forms of music in terms of harmony, rhythm, microtones, timbre and other spectral features. To capture the temporal and static structure of the spectrogram, we form a set of global and local frame-wise features for 5 genres of each music form. We then apply Adaboost classification and GMM based Hidden Markov Models for four types of feature sets and observe that Indian Music performs better as compared to Western Music. We have achieved a best accuracy of 98.0% and 77.5% for Indian and Western musical genres respectively. Our comparative analysis indicates that features that work well with one form of music may not necessarily perform well with the other form. The results obtained on Indian Music Genres are better than the previous state-of-the-art."
5,Pranay Dighe;Harish Karnick;Bhiksha Raj,Swara Histogram Based Structural Analysis And Identification Of Indian Classical Ragas.,2013,https://doi.org/10.5281/zenodo.1417841,"Pranay Dighe+Indian Institute of Technology, Kanpur>IND>education|Carnegie Mellon University>USA>education;Harish Karnick+Indian Institute of Technology, Kanpur>IND>education;Bhiksha Raj+Carnegie Mellon University>USA>education","This work is an attempt towards robust automated analysis of Indian classical ragas through machine learning and signal processing tools and techniques. Indian classical music has a definite hierarchical structure where macro level concepts like thaats and raga are defined in terms of micro entities like swaras and shrutis. Swaras or notes in Indian music are defined only in terms of their relation to one another (akin to the movable do-re-mi-fa system), and an inference must be made from patterns of sounds, rather than their absolute frequency structure. We have developed methods to perform scale-independent raga identification using a random forest classifier on swara histograms and achieved state-of-the-art results for the same. The approach is robust as it directly works on partly noisy raga recordings from Youtube videos without knowledge of the scale used, whereas previous work in this direction often use audios generated in a controlled environment with the desired scale. The current work demonstrates the approach for 8 ragas namely Darbari, Khamaj, Malhar, Sohini, Bahar, Basant, Bhairavi and Yaman and we have achieved an average identification accuracy of 94.28% through the framework."
6,Zafar Rafii;François G. Germain;Dennis L. Sun;Gautham J. Mysore,Combining Modeling Of Singing Voice And Background Music For Automatic Separation Of Musical Mixtures.,2013,https://doi.org/10.5281/zenodo.1415066,Zafar Raﬁi+Northwestern University>USA>education;François G. Germain+Stanford University>USA>education;Dennis L. Sun+Stanford University>USA>education;Gautham J. Mysore+Adobe Research>USA>company,"Musical mixtures can be modeled as being composed of two characteristic sources: singing voice and background music. Many music/voice separation techniques tend to focus on modeling one source; the residual is then used to explain the other source. In such cases, separation performance is often unsatisfactory for the source that has not been explicitly modeled. In this work, we propose to combine a method that explicitly models singing voice with a method that explicitly models background music, to address separation performance from the point of view of both sources. One method learns a singer-independent model of voice from singing examples using a Non-negative Matrix Factorization (NMF) based technique, while the other method derives a model of music by identifying and extracting repeating patterns using a similarity matrix and a median filter. Since the model of voice is singer-independent and the model of music does not require training data, the proposed method does not require training data from a user, once deployed. Evaluation on a data set of 1,000 song clips showed that combining modeling of both sources can improve separation performance, when compared with modeling only one of the sources, and also compared with two other state-of-the-art methods."
7,Antti Laaksonen;Kjell Lemström,On Finding Symbolic Themes Directly From Audio Files Using Dynamic Programming.,2013,https://doi.org/10.5281/zenodo.1418349,Antti Laaksonen+University of Helsinki>FIN>education;Kjell Lemström+Laurea University of Applied Sciences>FIN>education,"""In this paper our goal is to find occurrences of a theme within a musical work. The theme is given in a symbolic form that is searched for directly in an audio file. We present a dynamic programming algorithm that is related to an existing time-warp invariant algorithm. However, the new algorithm is computationally more efficient than its predecessor, and it can also be used for approximate time-scale invariant search. In the latter case the note durations in the query are taken into account, but some time jittering is allowed for. When dealing with audio, these are important properties because the number of possible note events is large and the note positions are not exact. We evaluate the algorithm using a collection of themes from Tchaikovsky’s symphonies. The new approximate time-scaled algorithm seems to be a good choice for this setting."""
8,Bernhard Lehner;Reinhard Sonnleitner;Gerhard Widmer,"Towards Light-Weight, Real-Time-Capable Singing Voice Detection.",2013,https://doi.org/10.5281/zenodo.1415512,Bernhard Lehner+Johannes Kepler University of Linz>AUT>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Reinhard Sonnleitner+Johannes Kepler University of Linz>AUT>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Gerhard Widmer+Johannes Kepler University of Linz>AUT>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown,"We present a study that indicates that singing voice detection – the problem of identifying those parts of a polyphonic audio recording where one or several persons sing(s) – can be realised with substantially fewer (and less expensive) features than used in current state-of-the-art methods. Essentially, we show that MFCCs alone, if appropriately optimised and used with a suitable classifier, are sufficient to achieve detection results that seem on par with the state of the art – at least as far as this can be ascertained by direct, fair comparisons to existing systems. To make this comparison, we select three relevant publications from the literature where publicly accessible training/test data were used, and where the experimental setup is described in enough detail for us to perform fair comparison experiments. The result of the experiments is that with our simple, optimised MFCC-based classifier we achieve at least comparable identification results, but with (in some cases much) less computational effort, and without any need for extensive lookahead, thus paving the way to on-line, real-time voice detection applications."
9,Monojit Choudhury;Ranjita Bhagwan;Kalika Bali,The Use Of Melodic Scales In Bollywood Music: An Empirical Study.,2013,https://doi.org/10.5281/zenodo.1418235,Monojit Choudhury+Microsoft Research Lab India>IND>company;Ranjita Bhagwan+Microsoft Research Lab India>IND>company;Kalika Bali+Microsoft Research Lab India>IND>company,"Hindi film music, which is commonly referred to as “Bollywood” music, is one of the most popular forms of music in the world today. One of the reasons for its popularity has been the willingness of Bollywood composers to adopt and be influenced by various musical forms including Western pop, jazz, rock, and classical music. However, till date, we are unaware of any systematic quantitative analysis of how this genre has changed and evolved over the years since its inception in the early 20th century. In this paper, we study the evolution of Bollywood music with respect to the use of melodic scales. We analyse songs composed over seven decades using a database of top-lists, which reveals many interesting patterns. We also analyze the scale usage patterns in the music of some of the most popular composers, which clearly brings out certain idiosyncrasies and preferences of each of them."
