Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,Go Shibata;Ryo Nishikimi;Kazuyoshi Yoshii,Music structure analysis based on an LSTM-HSMM hybrid model,2020,https://doi.org/10.5281/zenodo.4245362,Go Shibata+Kyoto University>JPN>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Ryo Nishikimi+Kyoto University>JPN>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Kazuyoshi Yoshii+Kyoto University>JPN>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown,"This paper describes a statistical music structure analysis method that splits an audio signal of popular music into musically meaningful sections at the beat level and classifies them into predefined categories such as intro, verse, and chorus, where beat times are assumed to be estimated in advance. A basic approach to this task is to train a recurrent neural network (e.g., long short-term memory (LSTM) network) that directly predicts section labels from acoustic features. This approach, however, suffers from frequent musically unnatural label switching because the homogeneity, repetitiveness, and duration regularity of musical sections are hard to represent explicitly in the network architecture. To solve this problem, we formulate a unified hidden semi-Markov model (HSMM) that represents the generative process of homogeneous mel-frequency cepstrum coefficients, repetitive chroma features, and mel spectra from section labels, where the emission probabilities of mel spectra are computed from the posterior probabilities of section labels predicted by an LSTM. Given these acoustic features, the most likely label sequence can be estimated with Viterbi decoding. The experimental results show that the proposed LSTM-HSMM hybrid model outperformed a conventional HSMM."
1,Keitaro Tanaka;Takayuki Nakatsuka;Ryo Nishikimi;Kazuyoshi Yoshii;Shigeo Morishima,Multi-instrument music transcription based on deep spherical clustering of spectrograms and pitchgrams,2020,https://doi.org/10.5281/zenodo.4245436,Keitaro Tanaka+Waseda University>JPN>education;Takayuki Nakatsuka+Waseda University>JPN>education;Ryo Nishikimi+Kyoto University>JPN>education;Kazuyoshi Yoshii+Kyoto University>JPN>education;Shigeo Morishima+Waseda Research Institute for Science and Engineering>JPN>facility,"This paper describes a clustering-based music transcription method that estimates the piano rolls of arbitrary musical instrument parts from multi-instrument polyphonic music signals. If target musical pieces are always played by particular kinds of musical instruments, a way to obtain piano rolls is to compute the pitchgram (pitch saliency spectrogram) of each musical instrument by using a deep neural network (DNN). However, this approach has a critical limitation that it has no way to deal with musical pieces including undefined musical instruments. To overcome this limitation, we estimate a condensed pitchgram with an existing instrument-independent neural multi-pitch estimator and then separate the pitchgram into a specified number of musical instrument parts with a deep spherical clustering technique. To improve the performance of transcription, we propose a joint spectrogram and pitchgram clustering method based on the timbral and pitch characteristics of musical instruments. The experimental results show that the proposed method can transcribe musical pieces including unknown musical instruments as well as those containing only predefined instruments, at the state-of-the-art transcription accuracy."
2,Omar A Peracha,Improving polyphonic music models with feature-rich encoding,2020,https://doi.org/10.5281/zenodo.4245396,Omar Peracha+Humtap>USA>company,"This paper explores sequential modelling of polyphonic music with deep neural networks. While recent breakthroughs have focussed on network architecture, we demonstrate that the representation of the sequence can make an equally significant contribution to the performance of the model as measured by validation set loss. By extracting salient features inherent to the training dataset, the model can either be conditioned on these features or trained to predict said features as extra components of the sequences being modelled. We show that training a neural network to predict a seemingly more complex sequence, with extra features included in the series being modelled, can improve overall model performance significantly. We first introduce TonicNet, a GRU-based model trained to initially predict the chord at a given time-step before then predicting the notes of each voice at that time-step, in contrast with the typical approach of predicting only the notes. We then evaluate TonicNet on the canonical JSB Chorales dataset and obtain state-of-the-art results."
3,Brian Manolovitz;Mitsunori Ogihara,Practical evaluation of repeated recommendations in personalized music discovery,2020,https://doi.org/10.5281/zenodo.4245516,Brian Manolovitz+University of Miami>USA>education;Mitsunori Ogihara+University of Miami>USA>education,"Studies have shown that repeated exposures to novel songs cause an increase in a person's memory and liking. These studies are commonly verified through self-reporting emotion-based surveys. This paper proposes the ""retention rate"" as an additional parameter for evaluation. The ""retention rate"" is one at which the listener revisits the novel items. The authors hypothesize that when a person listens to novel (i.e., both unfamiliar and interesting) pieces of music, the retention rate will be proportional to the number of times the discovery engine suggests the pieces to her, as long as they remain novel. The authors have tested the hypothesis through a six-week human-subject experiment that simulates a real-world listening environment and a follow-up survey. During the experiment period, each subject received, through Discover Weekly in Spotify, suggestions for novel songs up to three times and provided evaluation. One month after the evaluation experiment, the human-subjects answered whether they had revisited the novel songs. Through the analysis of the response and survey data, the researchers conclude that the more times a listener is exposed to a song during the discovery process, the more likely she is to return to the song."
4,Hendrik Schreiber;Frank Zalkow;Meinard Müller,Modeling and estimating local tempo: A case study on Chopin's Mazurkas,2020,https://doi.org/10.5281/zenodo.4245546,Hendrik Schreiber+International Audio Laboratories Erlangen>DEU>facility;Frank Zalkow+International Audio Laboratories Erlangen>DEU>facility;Meinard Müller+International Audio Laboratories Erlangen>DEU>facility,"Even though local tempo estimation promises musicological insights into expressive musical performances, it has never received as much attention in the music information retrieval (MIR) research community as either beat tracking or global tempo estimation. One reason for this may be the lack of a generally accepted definition. In this paper, we discuss how to model and measure local tempo in a musically meaningful way using a cross-version dataset of Frédéric Chopin's Mazurkas as a use case. In particular, we explore how tempo stability can be measured and taken into account during evaluation. Comparing existing and newly trained systems, we find that CNN-based approaches can accurately measure local tempo even for expressive classical music, if trained on the target genre. Furthermore, we show that different training–test splits have a considerable impact on accuracy for difficult segments."
5,Michael Krause;Frank Zalkow;Christof Weiss;Meinard Müller,Classifying leitmotifs in recordings of operas by Richard Wagner,2020,https://doi.org/10.5281/zenodo.4245472,Michael Krause+International Audio Laboratories Erlangen>DEU>facility;Frank Zalkow+International Audio Laboratories Erlangen>DEU>facility;Julia Zalkow+International Audio Laboratories Erlangen>DEU>facility;Christof Weiß+International Audio Laboratories Erlangen>DEU>facility;Meinard Müller+International Audio Laboratories Erlangen>DEU>facility,"From the 19th century on, several composers of Western opera made use of leitmotifs (short musical ideas referring to semantic entities such as characters, places, items, or feelings) for guiding the audience through the plot and illustrating the events on stage. A prime example of this compositional technique is Richard Wagner's four-opera cycle Der Ring des Nibelungen. Across its different occurrences in the score, a leitmotif may undergo considerable musical variations. The concrete leitmotif instances in an audio recording are subject to acoustic variability. Our paper approaches the task of classifying such leitmotif instances in audio recordings. As our main contribution, we conduct a case study on a dataset covering 16 recorded performances of the Ring with annotations of ten central leitmotifs, leading to 2403 occurrences and 38448 instances in total. We build a neural network classification model and evaluate its ability to generalize across different performances and leitmotif occurrences. Our findings demonstrate the possibilities and limitations of leitmotif classification in audio recordings and pave the way towards the fully automated detection of leitmotifs in music recordings."
6,Timothy Tsai;Kevin Ji,Composer style classification of piano sheet music images using language model pretraining,2020,https://doi.org/10.5281/zenodo.4245398,TJ Tsai+Harvey Mudd College>USA>education;Kevin Ji+Harvey Mudd College>USA>education,"This paper studies composer style classification of piano sheet music images.  Previous approaches to the composer classification task have been limited by a scarcity of data.  We address this issue in two ways: (1) we recast the problem to be based on raw sheet music images rather than a symbolic music format, and (2) we propose an approach that can be trained on unlabeled data.  Our approach first converts the sheet music image into a sequence of musical ``words"" based on the bootleg feature representation, and then feeds the sequence into a text classifier.  We show that it is possible to significantly improve classifier performance by first training a language model on a set of unlabeled data, initializing the classifier with the pretrained language model weights, and then finetuning the classifier on a small amount of labeled data.  We train AWD-LSTM, GPT-2, and RoBERTa language models on all piano sheet music images in IMSLP.  We find that transformer-based architectures outperform CNN and LSTM models, and pretraining boosts classification accuracy for the GPT-2 model from 46% to 70% on a 9-way classification task.  The trained model can also be used as a feature extractor that projects piano sheet music into a feature space that characterizes compositional style."
7,Frank Zalkow;Meinard Müller,Using weakly aligned score–audio pairs to train deep chroma models for cross-modal music retrieval,2020,https://doi.org/10.5281/zenodo.4245400,Frank Zalkow+International Audio Laboratories Erlangen>DEU>facility;Meinard Müller+International Audio Laboratories Erlangen>DEU>facility,"Many music information retrieval tasks involve the comparison of a symbolic score representation with an audio recording. A typical strategy is to compare score–audio pairs based on a common mid-level representation, such as chroma features. Several recent studies demonstrated the effectiveness of deep learning models that learn task-specific mid-level representations from temporally aligned training pairs. However, in practice, there is often a lack of strongly aligned training data, in particular for real-world scenarios. In our study, we use weakly aligned score–audio pairs for training, where only the beginning and end of a score excerpt is annotated in an audio recording, without aligned correspondences in between. To exploit such weakly aligned data, we employ the Connectionist Temporal Classification (CTC) loss to train a deep learning model for computing an enhanced chroma representation. We then apply this model to a cross-modal retrieval task, where we aim at finding relevant audio recordings of Western classical music, given a short monophonic musical theme in symbolic notation as a query. We present systematic experiments that show the effectiveness of the CTC-based model for this theme-based retrieval task."
8,Daniel Yang;Timothy Tsai,Camera-based piano sheet music identification,2020,https://doi.org/10.5281/zenodo.4245476,Daniel Yang+Harvey Mudd College>USA>education;TJ Tsai+Harvey Mudd College>USA>education,"This paper presents a method for large-scale retrieval of piano sheet music images.  Our work differs from previous studies on sheet music retrieval in two ways.  First, we investigate the problem at a much larger scale than previous studies, using all solo piano sheet music images in the entire IMSLP dataset as a searchable database.  Second, we use cell phone images of sheet music as our input queries, which lends itself to a practical, user-facing application.  We show that a previously proposed fingerprinting method for sheet music retrieval is far too slow for a real-time application, and we diagnose its shortcomings.  We propose a novel hashing scheme called dynamic n-gram fingerprinting that significantly reduces runtime while simultaneously boosting retrieval accuracy.  In experiments on IMSLP data, our proposed method achieves a mean reciprocal rank of 0.85 and an average runtime of 0.98 seconds per query."
9,Louis Spinelli;Josephine Lau;Jin Ha Lee,User perceptions underlying social music behavior,2020,https://doi.org/10.5281/zenodo.4245474,Louis Spinelli+University of Washington>USA>education;Josephine Lau+University of Washington>USA>education;Jin Ha Lee+University of Washington>USA>education,"While prior studies investigating the social aspects of music provide a landscape of users' various social behaviors around commercial music services (CMS), there remains a lack in understanding of users' perceptions and value judgments underlying these behaviors. Specifically, there is more to learn about what influences and behaviors individual music users perceive as meaningful in social contexts. We used the Q methodology to explore which behaviors and influences are important to CMS users and why. We extracted two factors that explain the two different viewpoints shared by groups of music users, focusing on how they perceive the meaning and value of different social music behavior and interactions. From these findings, we then revise an existing social music coding dictionary and interaction model and offer new CMS design insights."
