Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,Ricardo Scholz;Geber Ramalho,COCHONUT: Recognizing Complex Chords from MIDI Guitar Sequences.,2008,https://doi.org/10.5281/zenodo.1416986,Ricardo Scholz+Federal University of Pernambuco>BRA>education;Geber Ramalho+Federal University of Pernambuco>BRA>education,"""Chord recognition from symbolic data is a complex task, due to its strong context dependency and the large number of possible combinations of the intervals which the chords are made of, specially when dealing with dissonances, such as 7ths, 9ths, 13ths and suspended chords. None of the current approaches deal with such complexity. Most of them consider only simple chord patterns, in the best cases, including sevenths. In addition, when considering symbolic data captured from a MIDI guitar, we need to deal with non quantized and noisy data, which increases the difficulty of the task. The current symbolic approaches deal only with quantized data, with no automatic technique to reduce noise. This paper proposes a new approach to recognize chords, from symbolic MIDI guitar data, called COCHONUT (Complex Chords Nutting). The system uses contextual harmonic information to solve ambiguous cases, integrated with other techniques, such as decision theory, optimization, pattern matching and rule-based recognition. The results are encouraging and provide strong indications that the use of harmonic contextual information, integrated with other techniques, can actually improve the results currently found in literature."""
1,Xinglin Zhang;David Gerhard,Chord Recognition using Instrument Voicing Constraints.,2008,https://doi.org/10.5281/zenodo.1414826,Xinglin Zhang+University of Regina>CAN>education;David Gerhard+University of Regina>CAN>education,"This paper presents a technique of disambiguation for chord recognition based on a-priori knowledge of probabilities of chord voicings in the specific musical medium. The main motivating example is guitar chord recognition, where the physical layout and structure of the instrument, along with human physical and temporal constraints, make certain chord voicings and chord sequences more likely than others. Pitch classes are first extracted using the Pitch Class Profile (PCP) technique, and chords are then recognized using Artificial Neural Networks. The chord information is then analyzed using an array of voicing vectors (VV) indicating likelihood for chord voicings based on constraints of the instrument. Chord sequence analysis is used to reinforce accuracy of individual chord estimations. The specific notes of the chord are then inferred by combining the chord information and the best estimated voicing of the chord."
2,Kouhei Sumi;Katsutoshi Itoyama;Kazuyoshi Yoshii;Kazunori Komatani;Tetsuya Ogata;Hiroshi G. Okuno,Automatic Chord Recognition Based on Probabilistic Integration of Chord Transition and Bass Pitch Estimation.,2008,https://doi.org/10.5281/zenodo.1417221,Kouhei Sumi+Kyoto University>JPN>education|National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Katsutoshi Itoyama+Kyoto University>JPN>education|National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Kazuyoshi Yoshii+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Kazunori Komatani+Kyoto University>JPN>education|National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Tetsuya Ogata+Kyoto University>JPN>education|National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Hiroshi G. Okuno+Kyoto University>JPN>education|National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility,"This paper presents a method that identifies musical chords in polyphonic musical signals. As musical chords mainly represent the harmony of music and are related to other musical elements such as melody and rhythm, the performance of chord recognition should improve if this interrelationship is taken into consideration. Nevertheless, this interrelationship has not been utilized in the literature as far as the authors are aware. In this paper, bass lines are utilized as clues for improving chord recognition because they can be regarded as an element of the melody. A probabilistic framework is devised to uniformly integrate bass lines extracted by using bass pitch estimation into a hypothesis-search-based chord recognition. To prune the hypothesis space of the search, the hypothesis reliability is defined as the weighted sum of three reliabilities: the likelihood of Gaussian Mixture Models for the observed features, the joint probability of chord and bass pitch, and the chord transition N-gram probability. Experimental results show that our method recognized the chord sequences of 150 songs in twelve Beatles albums; the average frame-rate accuracy of the results was 73.4%."
3,Matthias Mauch;Simon Dixon,A Discrete Mixture Model for Chord Labelling.,2008,https://doi.org/10.5281/zenodo.1416982,"Matthias Mauch+Queen Mary, University of London>GBR>education;Simon Dixon+Queen Mary, University of London>GBR>education","Chord labels for recorded audio are in high demand both as an end product used by musicologists and hobby musicians and as an input feature for music similarity applications. Many past algorithms for chord labelling are based on chromagrams, but distribution of energy in chroma frames is not well understood. Furthermore, non-chord notes complicate chord estimation. We present a new approach which uses as a basis a relatively simple chroma model to represent short-time sonorities derived from melody range and bass range chromagrams. A chord is then modelled as a mixture of these sonorities, or subchords. We prove the practicability of the model by implementing a hidden Markov model (HMM) for chord labelling, in which we use the discrete subchord features as observations. We model gamma-distributed chord durations by duplicate states in the HMM, a technique that had not been applied to chord labelling. We test the algorithm by five-fold cross-validation on a set of 175 hand-labelled songs performed by the Beatles. Accuracy figures compare very well with other state of the art approaches. We include accuracy specified by chord type as well as a measure of temporal coherence."
4,W. Bas de Haas;Remco C. Veltkamp;Frans Wiering,Tonal Pitch Step Distance: a Similarity Measure for Chord Progressions.,2008,https://doi.org/10.5281/zenodo.1418069,W. Bas de Haas+Utrecht University>NLD>education;Remco C. Veltkamp+Utrecht University>NLD>education;Frans Wiering+Utrecht University>NLD>education,"The computational analysis of musical harmony has received a lot of attention the last decades. Although it is widely recognized that extracting symbolic chord labels from music yields useful abstractions, and the number of chord labeling algorithms for symbolic and audio data is steadily growing, surprisingly little effort has been put into comparing sequences of chord labels. This study presents and tests a new distance function that measures the difference between chord progressions. The presented distance function is based on Lerdahl’s Tonal Pitch Space. It compares the harmonic changes of two sequences of chord labels over time. This distance, named the Tonal Pitch Step Distance (TPSD), is shown to be effective for retrieving similar jazz standards found in the Real Book. The TPSD matches the human intuitions about harmonic similarity which is demonstrated on a set of blues variations."
5,Ching-Hua Chuan;Elaine Chew,Evaluating and Visualizing Effectiveness of Style Emulation in Musical Accompaniment.,2008,https://doi.org/10.5281/zenodo.1417095,Ching-Hua Chuan+University of Southern California>USA>education|Radcliffe Institute for Advanced Study at Harvard University>USA>facility;Elaine Chew+University of Southern California>USA>education|Radcliffe Institute for Advanced Study at Harvard University>USA>facility,"We propose general quantitative methods for evaluating and visualizing the results of machine-generated style-specific accompaniment. The evaluation of automated accompaniment systems, and the degree to which they emulate a style, has been based primarily on subjective opinion. To quantify style similarity between machine-generated and original accompaniments, we propose two types of measures: one based on transformations in the neo-Riemannian chord space, and another based on the distribution of melody-chord intervals. The first set of experiments demonstrate the methods on an automatic style-specific accompaniment (ASSA) system. They test the effect of training data choice on style emulation effectiveness, and challenge the assumption that more data is better. The second set of experiments compare the output of the ASSA system with those of a rule-based system, and random chord generator. While the examples focus primarily on machine emulation of Pop/Rock accompaniment, the methods generalize to music of other genres."
6,Amelie Anglade;Simon Dixon,Characterisation of Harmony With Inductive Logic Programming.,2008,https://doi.org/10.5281/zenodo.1416550,Amélie Anglade+Queen Mary University of London>GBR>education;Simon Dixon+Queen Mary University of London>GBR>education,"We present an approach for the automatic characterisation of the harmony of song sets making use of relational induction of logical rules. We analyse manually annotated chord data available in RDF and interlinked with web identifiers for chords which themselves give access to the root, bass, component intervals of the chords. We pre-process these data to obtain high-level information such as chord category, degree and intervals between chords before passing them to an Inductive Logic Programming software which extracts the harmony rules underlying them. This framework is tested over the Beatles songs and the Real Book songs. It generates a total over several experiments of 12,450 harmony rules characterising and differentiating the Real Book (jazz) songs and the Beatles’ (pop) music. Encouragingly, a preliminary analysis of the most common rules reveals a list of well-known pop and jazz patterns that could be completed by a more in depth analysis of the other rules."
7,Mathieu Bergeron;Darrell Conklin,Structured Polyphonic Patterns.,2008,https://doi.org/10.5281/zenodo.1415638,Mathieu Bergeron+City University London>GBR>education;Darrell Conklin+City University London>GBR>education,"This paper presents a new approach to polyphonic music retrieval, based on a structured pattern representation. Polyphonic patterns are formed by joining and layering pattern components into sequences and simultaneities. Pattern components are conjunctions of features which encode event properties or relations with other events. Relations between events that overlap in time but are not simultaneous are supported, enabling patterns to express many of the temporal relations encountered in polyphonic music. The approach also provides a mechanism for defining new features. It is illustrated and evaluated by querying for three musicological patterns in a corpus of 185 chorale harmonizations by J.S.Bach."
8,James B. Maxwell;Arne Eigenfeldt,A Music Database and Query System for Recombinant Composition.,2008,https://doi.org/10.5281/zenodo.1415794,James B. Maxwell+Simon Fraser University>CAN>education;Arne Eigenfeldt+Simon Fraser University>CAN>education,"""We propose a design and implementation for a music information database and query system, the MusicDB, which can be used for Music Information Retrieval (MIR). The MusicDB is implemented as a Java package, and is loaded in MaxMSP using the mxj external. The MusicDB contains a music analysis module, capable of extracting musical information from standard MIDI files, and a search engine. The search engine accepts queries in the form of a simple six-part syntax, and can return a variety of different types of musical information, drawing on the encoded knowledge of musical form stored in the database."""
9,Dimitrios Rafailidis;Alexandros Nanopoulos;Yannis Manolopoulos;Emilios Cambouropoulos,Detection of Stream Segments in Symbolic Musical Data.,2008,https://doi.org/10.5281/zenodo.1416002,Dimitris Rafailidis+Aristotle University of Thessaloniki>GRC>education;Alexandros Nanopoulos+Aristotle University of Thessaloniki>GRC>education;Emilios Cambouropoulos+Aristotle University of Thessaloniki>GRC>education;Yannis Manolopoulos+Aristotle University of Thessaloniki>GRC>education,"A listener is thought to be able to organise musical notes into groups within musical streams/voices. A stream segment is a relatively short coherent sequence of tones that is separated horizontally from co-sounding streams and, vertically from neighbouring musical sequences. This paper presents a novel algorithm that discovers musical stream segments in symbolic musical data. The proposed algorithm makes use of a single set of fundamental auditory principles for the concurrent horizontal and vertical segregation of a given musical texture into stream segments. The algorithm is tested against a small manually-annotated dataset of musical excerpts, and results are analysed; it is shown that the technique is promising."
10,Marcus Pearce;Daniel Müllensiefen;Geraint A. Wiggins,A Comparison of Statistical and Rule-Based Models of Melodic Segmentation.,2008,https://doi.org/10.5281/zenodo.1417115,"M. T. Pearce+Goldsmiths, University of London>GBR>education;D. Müllensiefen+Goldsmiths, University of London>GBR>education;G. A. Wiggins+Goldsmiths, University of London>GBR>education","""We introduce a new model for melodic segmentation based on information-dynamic analysis of melodic structure. The performance of the model is compared to several existing algorithms in predicting the annotated phrase boundaries in a large corpus of folk music."""
11,Michael Skalak;Jinyu Han;Bryan Pardo,Speeding Melody Search With Vantage Point Trees.,2008,https://doi.org/10.5281/zenodo.1415714,Michael Skalak+Northwestern University>USA>education;Jinyu Han+Northwestern University>USA>education;Bryan Pardo+Northwestern University>USA>education,"Melodic search engines let people find music in online collections by specifying the desired melody. Comparing the query melody to every item in a large database is prohibitively slow. If melodies can be placed in a metric space, search can be sped by comparing the query to a limited number of vantage melodies, rather than the entire database. We describe a simple melody metric that is customizable using a small number of example queries. This metric allows use of a generalized vantage point tree to organize the database. We show on a standard melodic database that the general vantage tree approach achieves superior search results for query-by-humming compared to an existing vantage point tree method. We then show this method can be used as a preprocessor to speed search for non-metric melodic comparison."
12,Anja Volk;Peter van Kranenburg;Jörg Garbers;Frans Wiering;Remco C. Veltkamp;Louis P. Grijp,A Manual Annotation Method for Melodic Similarity and the Study of Melody Feature Sets.,2008,https://doi.org/10.5281/zenodo.1416428,Anja Volk+Utrecht University>NLD>education;Peter van Kranenburg+Utrecht University>NLD>education;Jörg Garbers+Utrecht University>NLD>education;Frans Wiering+Utrecht University>NLD>education;Remco C. Veltkamp+Utrecht University>NLD>education|Meertens Institute>NLD>facility;Louis P. Grijp+Meertens Institute>NLD>facility,This paper describes both a newly developed method for manual annotation for aspects of melodic similarity and its use for evaluating melody features concerning their contribution to perceived similarity. The second issue is also addressed with a computational evaluation method. These approaches are applied to a corpus of folk song melodies. We show that classification of melodies could not be based on single features and that the feature sets from the literature are not sufficient to classify melodies into groups of related melodies. The manual annotations enable us to evaluate various models for melodic similarity.
