Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,Diego Furtado Silva;Chin-Chia Michael Yeh;Gustavo E. A. P. A. Batista;Eamonn J. Keogh,SiMPle: Assessing Music Similarity Using Subsequences Joins.,2016,https://doi.org/10.5281/zenodo.1415012,"Diego F. Silva, Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, BRA, education;Chin-Chia M. Yeh, Department of Computer Science and Engineering, University of California, Riverside, USA, education;Gustavo E. A. P. A. Batista, Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, BRA, education;Eamonn Keogh, Department of Computer Science and Engineering, University of California, Riverside, USA, education","Most algorithms for music information retrieval are based on the analysis of the similarity between feature sets extracted from the raw audio. A common approach to assessing similarities within or between recordings is by creating similarity matrices. However, this approach requires quadratic space for each comparison and typically requires a costly post-processing of the matrix. In this work, we propose a simple and efficient representation based on a subsequence similarity join, which may be used in several music information retrieval tasks. We apply our method to the cover song recognition problem and demonstrate that it is superior to state-of-the-art algorithms. In addition, we demonstrate how the proposed representation can be exploited for multiple applications in music processing."
1,Sebastian Ewert;Siying Wang;Meinard Müller;Mark B. Sandler,Score-Informed Identification of Missing and Extra Notes in Piano Recordings.,2016,https://doi.org/10.5281/zenodo.1418317,"Sebastian Ewert, Centre for Digital Music (C4DM), Queen Mary University of London, GBR, education;Siying Wang, Centre for Digital Music (C4DM), Queen Mary University of London, GBR, education;Meinard Müller, International Audio Laboratories Erlangen, DEU, facility;Mark Sandler, Centre for Digital Music (C4DM), Queen Mary University of London, GBR, education","A main goal in music tuition is to enable a student to play a score without mistakes, where common mistakes include missing notes or playing additional extra ones. To automatically detect these mistakes, a first idea is to use a music transcription method to detect notes played in an audio recording and to compare the results with a corresponding score. However, as the number of transcription errors produced by standard methods is often considerably higher than the number of actual mistakes, the results are often of limited use. In contrast, our method exploits that the score already provides rough information about what we seek to detect in the audio, which allows us to construct a tailored transcription method. In particular, we employ score-informed source separation techniques to learn for each score pitch a set of templates capturing the spectral properties of that pitch. After extrapolating the resulting template dictionary to pitches not in the score, we estimate the activity of each MIDI pitch over time. Finally, making again use of the score, we choose for each pitch an individualized threshold to differentiate note onsets from spurious activity in an optimized way. We indicate the accuracy of our approach on a dataset of piano pieces commonly used in education."
2,Filip Korzeniowski;Gerhard Widmer,Feature Learning for Chord Recognition: The Deep Chroma Extractor.,2016,https://doi.org/10.5281/zenodo.1416314,"Filip Korzeniowski, Johannes Kepler University Linz, AUT, education;Gerhard Widmer, Johannes Kepler University Linz, AUT, education","We explore frame-level audio feature learning for chord recognition using artiﬁcial neural networks. We present the argument that chroma vectors potentially hold enough information to model harmonic content of audio for chord recognition, but that standard chroma extractors compute too noisy features. This leads us to propose a learned chroma feature extractor based on artiﬁcial neural networks. It is trained to compute chroma features that encode harmonic information important for chord recognition, while being robust to irrelevant interferences. We achieve this by feeding the network an audio spectrum with context instead of a single frame as input. This way, the network can learn to selectively compensate noise and resolve harmonic ambiguities. We compare the resulting features to hand-crafted ones by using a simple linear frame-wise classiﬁer for chord recognition on various data sets. The results show that the learned feature extractor produces superior chroma vectors for chord recognition."
3,Jan Schlüter,Learning to Pinpoint Singing Voice from Weakly Labeled Examples.,2016,https://doi.org/10.5281/zenodo.1417651,"Jan Schlüter, Austrian Research Institute for Artificial Intelligence, Vienna, Austria, facility","Building an instrument detector usually requires temporally accurate ground truth that is expensive to create. However, song-wise information on the presence of instruments is often easily available. In this work, we investigate how well we can train a singing voice detection system merely from song-wise annotations of vocal presence. Using convolutional neural networks, multiple-instance learning and saliency maps, we can not only detect singing voice in a test signal with a temporal accuracy close to the state-of-the-art, but also localize the spectral bins with precision and recall close to a recent source separation method. Our recipe may provide a basis for other sequence labeling tasks, for improving source separation or for inspecting neural networks trained on auditory spectrograms."
4,Pierre Beauguitte;Bryan Duggan;John D. Kelleher,A Corpus of Annotated Irish Traditional Dance Music Recordings: Design and Benchmark Evaluations.,2016,https://doi.org/10.5281/zenodo.1417333,"Pierre Beauguitte, Dublin Institute of Technology, IRL, education;Bryan Duggan, Dublin Institute of Technology, IRL, education;John Kelleher, Dublin Institute of Technology, IRL, education","An emerging trend in music information retrieval (MIR)
is the use of supervised machine learning to train automatic
music transcription models. A prerequisite of adopting a
machine learning methodology is the availability of anno-
tated corpora. However, different genres of music have dif-
ferent characteristics and modelling these characteristics is
an important part of creating state of the art MIR systems.
Consequently, although some music corpora are available
the use of these corpora is tied to the speciﬁc music genre,
instrument type and recording context the corpus covers.
This paper introduces the ﬁrst corpus of annotations of au-
dio recordings of Irish traditional dance music that cov-
ers multiple instrument types and both solo studio and live
session recordings. We ﬁrst discuss the considerations that
motivated our design choices in developing the corpus. We
then benchmark a number of automatic music transcription
algorithms against the corpus."
5,Andrew John Lambert;Tillman Weyde;Newton Armstrong,Adaptive Frequency Neural Networks for Dynamic Pulse and Metre Perception.,2016,https://doi.org/10.5281/zenodo.1418305,"Andrew J. Lambert, City University London, GBR, education;Tillman Weyde, City University London, GBR, education;Newton Armstrong, City University London, GBR, education","Beat induction, the means by which humans listen to music and perceive a steady pulse, is achieved via a perceptual and cognitive process. Computationally modelling this phenomenon is an open problem, especially when processing expressive shaping of the music such as tempo change. To meet this challenge we propose Adaptive Frequency Neural Networks (AFNNs), an extension of Gradient Frequency Neural Networks (GFNNs). GFNNs are based on neurodynamic models and have been applied successfully to a range of difficult music perception problems including those with syncopated and polyrhythmic stimuli. AFNNs extend GFNNs by applying a Hebbian learning rule to the oscillator frequencies. Thus the frequencies in an AFNN adapt to the stimulus through an attraction to local areas of resonance, and allow for a great dimensionality reduction in the network. Where previous work with GFNNs has focused on frequency and amplitude responses, we also consider phase information as critical for pulse perception. Evaluating the time-based output, we find significantly improved responses of AFNNs compared to GFNNs to stimuli with both steady and varying pulse frequencies. This leads us to believe that AFNNs could replace the linear filtering methods commonly used in beat tracking and tempo estimation systems, and lead to more accurate methods."
6,Cárthach Ó Nuanáin;Perfecto Herrera;Sergi Jordà,An Evaluation Framework and Case Study for Rhythmic Concatenative Synthesis.,2016,https://doi.org/10.5281/zenodo.1415648,"C´arthach ´O Nuan´ain, Universitat Pompeu Fabra, ESP, education;Perfecto Herrera, Universitat Pompeu Fabra, ESP, education;Sergi Jord`a, Universitat Pompeu Fabra, ESP, education","""In this paper we present and report on a methodology for evaluating a creative MIR-based application of concatenative synthesis. After reviewing many existing applications of concatenative synthesis we have developed an application that specifically addresses loop-based rhythmic pattern generation. We describe how such a system could be evaluated with respect to its its objective retrieval performance and subjective responses of humans in a listener survey. Applying this evaluation strategy produced positive findings to help verify and validate the objectives of our system. We discuss the results of the evaluation and draw conclusions by contrasting the objective analysis with the subjective impressions of the users."""
7,Alo Allik;György Fazekas;Mark B. Sandler,An Ontology for Audio Features.,2016,https://doi.org/10.5281/zenodo.1416226,"Alo Allik, Queen Mary University of London, GBR, education;György Fazekas, Queen Mary University of London, GBR, education;Mark Sandler, Queen Mary University of London, GBR, education","A plurality of audio feature extraction toolsets and feature datasets are used by the MIR community. Their different conceptual organisation of features and output formats however present difficulties in exchanging or comparing data, while very limited means are provided to link features with content and provenance. These issues are hindering research reproducibility and the use of multiple tools in combination. We propose novel Semantic Web ontologies (1) to provide a common structure for feature data formats and (2) to represent computational workflows of audio features facilitating their comparison. The Audio Feature Ontology provides a descriptive framework for expressing different conceptualisations of and designing linked data formats for content-based audio features. To accommodate different views in organising features, the ontology does not impose a strict hierarchical structure, leaving this open to task and tool specific ontologies that derive from a common vocabulary. The ontologies are based on the analysis of existing feature extraction tools and the MIR literature, which was instrumental in guiding the design process. They are harmonised into a library of modular interlinked ontologies that describe the different entities and activities involved in music creation, production and consumption."
8,Daniel Stoller;Simon Dixon,Analysis and Classification of Phonation Modes In Singing.,2016,https://doi.org/10.5281/zenodo.1416772,"Daniel Stoller, Queen Mary University of London, GBR, education;Simon Dixon, Queen Mary University of London, GBR, education","Phonation mode is an expressive aspect of the singing voice and can be described using the four categories neutral, breathy, pressed and ﬂow. Previous attempts at automatically classifying the phonation mode on a dataset containing vowels sung by a female professional have been lacking in accuracy or have not sufﬁciently investigated the characteristic features of the different phonation modes which enable successful classiﬁcation. In this paper, we extract a large range of features from this dataset, including specialised descriptors of pressedness and breathiness, to analyse their explanatory power and robustness against changes of pitch and vowel. We train and optimise a feed-forward neural network (NN) with one hidden layer on all features using cross validation to achieve a mean F-measure above 0.85 and an improved performance compared to previous work. Applying feature selection based on mutual information and retaining the nine highest ranked features as input to a NN results in a mean F-measure of 0.78, demonstrating the suitability of these features to discriminate between phonation modes. Training and pruning a decision tree yields a simple rule set based only on cepstral peak prominence (CPP), temporal ﬂatness and average energy that correctly categorises 78% of the recordings."
9,Jiajie Dai;Simon Dixon,Analysis of Vocal Imitations of Pitch Trajectories.,2016,https://doi.org/10.5281/zenodo.1416318,"Jiajie Dai, Centre for Digital Music, Queen Mary University of London, United Kingdom, education;Simon Dixon, Centre for Digital Music, Queen Mary University of London, United Kingdom, education","In this paper, we analyse the pitch trajectories of vocal imitations by non-poor singers. A group of 43 selected singers was asked to vocally imitate a set of stimuli. Five stimulus types were used: a constant pitch (stable), a constant pitch preceded by a pitch glide (head), a constant pitch followed by a pitch glide (tail), a pitch ramp and a pitch with vibrato; with parameters for main pitch, transient length and pitch difference. Two conditions were tested: singing simultaneously with the stimulus, and singing alternately, between repetitions of the stimulus. After automatic pitch-tracking and manual checking of the data, we calculated intonation accuracy and precision, and modelled the note trajectories according to the stimulus types. We modelled pitch error with a linear mixed-effects model, and tested factors for significant effects using one-way analysis of variance. The results indicate: (1) Significant factors include stimulus type, main pitch, repetition, condition and musical training background, while order of stimuli, gender and age do not have any significant effect. (2) The ramp, vibrato and tail stimuli have significantly greater absolute pitch errors than the stable and head stimuli. (3) Pitch error shows a small but significant linear trend with pitch difference. (4) Notes with shorter transient duration are more accurate."
