Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,David Bainbridge 0001,The role of Music IR in the New Zealand Digital Music Library project.,2000,https://doi.org/10.5281/zenodo.1416260,"David Bainbridge, University of Waikato, NZL, education","""This extended abstract describes the computer music work that forms part of the New Zealand Digital Library (NZDL) project.  In keeping with the scope of the general project, the music work investigates data acquisition, retrieval, presentation and scalability.  These parts are described in turn in the text below."""
1,Eloi Batlle;Pedro Cano,Automatic Segmentation for Music Classification using Competitive Hidden Markov Models.,2000,https://doi.org/10.5281/zenodo.1416764,"Eloi Batlle, Universitat Pompeu Fabra, ESP, education;Pedro Cano, Universitat Pompeu Fabra, ESP, education","Music information retrieval has become a major topic in the last few years and we can find a wide 
range of applications that use it. For this reason, audio databases start growing in size as more and 
more digital audio resources have become available. However, the usefulness of an audio 
database relies not only on its size but also on its organization and structure. Therefore, much 
effort must be spent in the labeling process whose complexity grows with database size and 
diversity. 

In this paper we introduce a new audio classification tool and we use its properties to develop an 
automatic system to segment audio material in a fully unsupervised way. The audio segments 
obtained with this process are automatically labeled in a way that two segments with similar 
psychoacoustics properties get the same label. By doing so, the audio signal is automatically 
segmented into a sequence of abstract acoustic events. This is specially useful to classify huge 
multimedia databases where a human driven segmentation is not practicable. This automatic 
classification allow a fast indexing and retrieval of audio fragments. This audio segmentation is 
done using competitive hidden Markov models as the main classification engine and, thus, no 
previous classified or hand-labeled data is needed. This powerful classification tool also has a 
great flexibility and offers the possibility to customize the matching criterion as well as the 
average segment length according to the application needs."
2,Juan Pablo Bello;Giuliano Monti;Mark B. Sandler,Techniques for Automatic Music Transcription.,2000,https://doi.org/10.5281/zenodo.1414872,"Juan Pablo Bello, King’s College London, GBR, education;Giuliano Monti, King’s College London, GBR, education;Mark Sandler, King’s College London, GBR, education","Two systems are reviewed than perform automatic music transcription. The first perform monophonic transcription using an autocorrelation pitch tracker. The algorithm takes advantage of some heuristic parameters related to the similarity between image and sound in the collector. The detection is correct between notes B1 to E6 and further timbre analysis will provide the necessary parameters to reproduce a similar copy of the original sound. The second system is able to analyse simple polyphonic tracks. It is composed of a blackboard system, receiving its input from a segmentation routine in the form of an averaged STFT matrix. The blackboard contents an hypotheses database, an scheduler and knowledge sources, one of which is a neural network chord recogniser with the ability to reconfigure the operation of the system, allowing it to output more than one note hypothesis at the time. Some examples are provided to illustrate the performance and the weaknesses of the current implementation. Next steps for further development are defined."
3,Daniel Bendor;Mark B. Sandler,Time Domain Extraction of Vibrato from Monophonic Instruments.,2000,https://doi.org/10.5281/zenodo.1416810,"Daniel Bendor, University of Maryland at College Park, USA, education;Mark Sandler, King's College London, GBR, education",""""""
4,Alain Bonardi,IR for Contemporary Music: What the Musicologist Needs.,2000,https://doi.org/10.5281/zenodo.1415912,"Alain Bonardi, IRCAM, FRA, facility","Active listening is the core of musical activity Listening does not only concern receiving musical information. On the contrary, it is “active” and based on a set of interactions between listeners and musical documents—including automatic music information research and extraction—so as to discover intentions. This recognition process is based on the observation of regularities and rules, in order to build “forms” from all indications, information and redundancies. The listener interprets all the signs that are meaningful for him as intentions, attributed to the composer."
5,Wei Chai;Barry Vercoe,Using User Models in Music Information Retrieval Systems.,2000,https://doi.org/10.5281/zenodo.1415898,"Wei Chai, Massachusetts Institute of Technology, USA, education;Barry Vercoe, Massachusetts Institute of Technology, USA, education","Most websites providing music services only support category-based browsing and/or text-based
searching. There has been some research to improve the interface either for pull applications, e.g.
query-by-humming systems, or for push applications, e.g. collaborative-filtering-based or feature-
based music recommendation systems. However, for content-based search or feature-based
filtering systems, one important problem is to describe music by its parameters or features, so that
search engines or information filtering agents can use them to measure the similarity of the target
(userÕs query or preference) and the candidates. MPEG7 (formally called ÒMultimedia Content
Description InterfaceÓ) is an international standard, which describes the multimedia content data
to allow universal indexing, retrieval, filtering, control, and other activities supported by rich
metadata. However, the metadata about the multimedia content itself are still insufficient, because
many features of multimedia content are quite perceptual and user-dependent. For example,
emotional features are very important for multimedia retrieval, but they are hard to be described
by a universal model since different users may have different emotional responses to the same
multimedia content. We therefore turn to user modeling techniques and representations to
describe the properties of each user, so that the retrieval will be more accurate. Besides, user
modeling can be used to reduce the search space, make push service easier and improve the user
interface."
6,Arbee L. P. Chen,"Music Representation, Indexing and Retrieval at NTHU.",2000,https://doi.org/10.5281/zenodo.1417981,"Arbee L.P. Chen, National Tsing Hua University, TWN, education",""""""
7,G. Sayeed Choudhury;M. Droetboom;Tim DiLauro;Ichiro Fujinaga;Brian Harrington,Optical Music Recognition System within a Large-Scale Digitization Project.,2000,https://doi.org/10.5281/zenodo.1415730,"G. Sayeed Choudhury, Johns Hopkins University, USA, education;Tim DiLauro, Johns Hopkins University, USA, education;Michael Droettboom, Johns Hopkins University, USA, education;Ichiro Fujinaga, Johns Hopkins University, USA, education;Brian Harrington, Johns Hopkins University, USA, education;Karl MacMillan, Johns Hopkins University, USA, education","""An adaptive optical music recognition system is being developed as part of an experiment in creating a comprehensive framework of tools to manage the workflow of large-scale digitization projects. This framework will support the path from physical object and/or digitized material into a digital library repository, and offer effective tools for incorporating metadata and perusing the content of the resulting multimedia objects."""
8,Michael Clausen;R. Engelbrecht;D. Meyer;J. Schmitz,PROMS: A Web-based Tool for Searching in Polyphonic Music.,2000,https://doi.org/10.5281/zenodo.1417139,"M. Clausen, Universität Bonn, DEU, education;R. Engelbrecht, Universität Bonn, DEU, education;D. Meyer, Universität Bonn, DEU, education;J. Schmitz, Universität Bonn, DEU, education","One major task of a digital music library (DML) is to provide techniques to locate a queried musical pattern in all pieces of music in the database containing that pattern. For a survey of several computational tasks related to this kind of data retrieval we refer to Crawford et al. [3]. Existing DMLs like MELDEX [1], Themeﬁnder [4], and the Sonoda-Muraoka-System [7] work with melody databases relying on score-like information. Retrieval and matching are performed in a fault-tolerant way by string-based methods which mainly take into account pitch information. Generally, rhythm plays only a subordinate role. The music dictionary of Barlow and Morgenstern [2] shows that music retrieval based on pitch information only leads to results with typically too many false matches. (An example of such absurd matches is given in Selfridge-Field [6], p. 27.) We are convinced that both pitch and rhythm are crucial for recognizing melodies. In the more general context of polyphonic music, one is even forced to consider pitch and rhythm information. PROMS, a web-based computer-music service under development at the University of Bonn, Germany, is part of the MiDiLiB project [5]. The aim of PROMS is to design and to implement PROcedures for Music Search. Our discussion will take place in a rather general setting: we assume that our database contains several kinds of music such as polyphonic and homophonic music as well as melodies. We also use score-like information. A query to the database is a fragment of a piece of music. This could be a melody or a certain ﬁgure of an accompaniment. The task is now to locate eﬃciently all occurences of this fragment in all pieces of music in the database."
9,Dave Cliff;Heppie Freeburn,Exploration of Point-Distribution Models for Similarity-based Classification and Indexing of Polyphonic Music.,2000,https://doi.org/10.5281/zenodo.1416572,"Dave Cliff, Hewlett-Packard Labs, GBR, company;Heppie Freeburn, Hewlett-Packard Labs, GBR, company","Similarity is an intuitive criterion for indexing and classification of digital audio files in music information retrieval systems. While significant work has been done on similarity-based approaches to monophonic music, methods for reliably dealing with databases of arbitrary polyphonic music remain elusive. In this paper we describe our ongoing research in exploring the use of high-order multivariate statistical techniques for similarity-based classification of polyphonic music in digital audio files. The statistical techniques we employ, known as point distribution models (PDMs), have recently proven to be of surprising value in computer vision research for rating visual similarity; here we are attempting to apply PDMs to musical similarity. This involves creating neural networks that approximate the statistical processing, to save on potentially explosive storage and processor requirements. This paper reports on work in progress: our results to date are inconclusive and somewhat negative. We describe our rationale for exploring PDMs in polyphonic music similarity-rating and discuss the problems we have encountered so far, with the intention of encouraging other members of the music information retrieval community to explore this and related approaches."
