Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,J. Stephen Downie;Donald Byrd;Tim Crawford,Ten Years of ISMIR: Reflections on Challenges and Opportunities.,2009,https://doi.org/10.5281/zenodo.1415170,"J. Stephen Downie, University of Illinois at Urbana-Champaign, USA, education;Donald Byrd, Indiana University at Bloomington, USA, education;Tim Crawford, Goldsmiths College, University of London, GBR, education","The International Symposium on Music Information Retrieval (ISMIR) was born on 13 August 1999. This paper expresses the opinions of three of ISMIR’s founders as they reflect upon what has happened during its first decade. The paper provides the background context for the events that led to the establishment of ISMIR. We highlight the first ISMIR, held in Plymouth, MA in October of 2000, and use it to elucidate key trends that have influenced subsequent ISMIRs. Indicators of growth and success drawn from ISMIR publication data are presented. The role that the Music Information Retrieval Evaluation eXchange (MIREX) has played at ISMIR is examined. The factors contributing to ISMIR's growth and success are also enumerated. The paper concludes with a set of challenges and opportunities that the newly formed International Society for Music Information Retrieval should embrace to ensure the future vitality of the conference series and the ISMIR community."
1,David Bretherton;Daniel A. Smith;Monica M. C. Schraefel;Richard Polfreman;Mark Everist;Jeanice Brooks;Joe Lambert,Integrating Musicology's Heterogeneous Data Sources for Better Exploration.,2009,https://doi.org/10.5281/zenodo.1415168,"David Bretherton, University of Southampton, GBR, education;Daniel Alexander Smith, University of Southampton, GBR, education;mc schraefel, University of Southampton, GBR, education;Richard Polfreman, University of Southampton, GBR, education;Mark Everist, University of Southampton, GBR, education;Jeanice Brooks, University of Southampton, GBR, education;Joe Lambert, University of Southampton, GBR, education","Musicologists have to consult an extraordinarily heterogeneous body of primary and secondary sources during all stages of their research. Many of these sources are now available online, but the historical dispersal of material across libraries and archives has now been replaced by segregation of data and metadata into a plethora of online repositories. This segregation hinders the intelligent manipulation of metadata, and means that extracting large tranches of basic factual information or running multi-part search queries is still enormously and needlessly time consuming. To counter this barrier to research, the “musicSpace” project is experimenting with integrating access to many of musicology’s leading data sources via a modern faceted browsing interface that utilises Semantic Web and Web2.0 technologies such as RDF and AJAX. This will make previously intractable search queries tractable, enable musicologists to use their time more efficiently, and aid the discovery of potentially significant information that users did not think to look for. This paper outlines our work to date.  "
2,Kurt Jacobson;Yves Raimond;Mark B. Sandler,An Ecosystem for Transparent Music Similarity in an Open World.,2009,https://doi.org/10.5281/zenodo.1417151,"Kurt Jacobson, Queen Mary University of London, UK, education;Yves Raimond, BBC, UK, company;Mark Sandler, Queen Mary University of London, UK, education","There exist many methods for deriving music similarity associations and additional variations are likely to be seen in the future. In this work we introduce the Similarity Ontology for describing associations between items. Using a combination of RDF/OWL and N3, our ontology allows for transparency and provenance tracking in a distributed and open system. We describe a similarity ecosystem where agents assert and aggregate similarity statements on the Web of Data allowing a client application to make queries for recommendation, playlisting, or other tasks. In this ecosystem any number of similarity derivation methods can exist side-by-side, specifying similarity relationships as well as the processes used to derive these statements. The data consumer can then select which similarity statements to trust based on knowledge of the similarity derivation processes or a list of trusted assertion agents."
3,Andrew Hankinson;Laurent Pugin;Ichiro Fujinaga,Interfaces for Document Representation in Digital Music Libraries.,2009,https://doi.org/10.5281/zenodo.1414780,"Andrew Hankinson, Schulich School of Music of McGill University, CAN, education;Laurent Pugin, RISM Switzerland, CHE, facility;Ichiro Fujinaga, Schulich School of Music of McGill University, CAN, education","Musical documents, that is, documents whose primary 
content is printed music, introduce interesting design 
challenges for presentation in an online environment. 
Considerations for the unique properties of printed 
msic, as well as users’ expected levels of comfort with 
these materials, present opportunities for developing a 
viewer specifically tailored to displaying musical 
documents. 
This 
paper 
outlines 
five 
design 
considerations for a music document viewer, drawing 
examples from existing digital music libraries. We then 
present 
our 
work 
towards 
incorporating 
these 
considerations in a new digital music library system 
currently under development."
4,Rolf Inge Godøy;Alexander Refsum Jensenius,Body Movement in Music Information Retrieval.,2009,https://doi.org/10.5281/zenodo.1416668,"Rolf Inge Godøy, University of Oslo, NOR, education;Alexander Refsum Jensenius, University of Oslo, NOR, education","""We can see many and strong links between music and human body movement in musical performance, in dance, and in the variety of movements that people make in listening situations. There is evidence that sensations of human body movement are integral to music as such, and that sensations of movement are efficient carriers of information about style, genre, expression, and emotions. The challenge now in MIR is to develop means for the extraction and representation of movement-inducing cues from musical sound, as well as to develop possibilities for using body movement as input to search and navigation interfaces in MIR."""
5,Maarten Grachten;Gerhard Widmer,Who Is Who in the End? Recognizing Pianists by Their Final Ritardandi.,2009,https://doi.org/10.5281/zenodo.1417109,"Maarten Grachten, Johannes Kepler University, Linz, Austria, education;Gerhard Widmer, Austrian Research Institute for Artificial Intelligence, Vienna, Austria, facility, Johannes Kepler University, Linz, Austria, education","The performance of music usually involves a great deal of interpretation by the musician. In classical music, ﬁnal ritardandi are emblematic for the expressive aspect of music performance. In this paper we investigate to what degree individual performance style has an effect on the form of ﬁnal ritardandi. To this end we look at interonset-interval deviations from a performance norm. We deﬁne a criterion for ﬁltering out deviations that are likely to be due to measurement error. Using a machine-learning classiﬁer, we evaluate an automatic pairwise pianist identiﬁcation task as an initial assessment of the suitability of the ﬁltered data for characterizing the individual playing style of pianists. The results indicate that in spite of an extremely reduced data representation, pianists can often be identiﬁed with accuracy signiﬁcantly above baseline."
6,Jin Ha Lee;M. Cameron Jones;J. Stephen Downie,"An Analysis of ISMIR Proceedings: Patterns of Authorship, Topic, and Citation.",2009,https://doi.org/10.5281/zenodo.1416618,"Jin Ha Lee, University of Washington, USA, education;M. Cameron Jones, University of Illinois at Urbana-Champaign, USA, education;J. Stephen Downie, University of Illinois at Urbana-Champaign, USA, education","""This paper presents analyses of peer-reviewed papers and posters published in the past nine years of ISMIR proceedings: examining publication and authorship practices, topics and titles of research, as well as the citation patterns among the ISMIR proceedings. The main objective is to provide an overview of the progress made over the past nine years in the ISMIR community and to obtain some insights into where the community should be heading in the coming years. Overall, the ISMIR community has grown considerably over the past nine years, both in the number of papers and posters published each year, as well as the number of authors contributing. Furthermore, the amount of collaboration among authors, as reflected in co-authorship, has increased. Main areas of research are revealed by an analysis of most commonly used title terms. Also, major authors and research groups are identified by analyzing the co-authorship and citation patterns in ISMIR proceedings."""
7,Maarten Grachten;Markus Schedl;Tim Pohle;Gerhard Widmer,The ISMIR Cloud: A Decade of ISMIR Conferences at Your Fingertips.,2009,https://doi.org/10.5281/zenodo.1416434,"Maarten Grachten, Johannes Kepler University, AUT, education;Markus Schedl, Johannes Kepler University, AUT, education;Tim Pohle, Johannes Kepler University, AUT, education;Gerhard Widmer, Johannes Kepler University, AUT, education","In this paper, we analyze the proceedings of the past International Symposia on Music Information Retrieval (ISMIR). We extract meaningful term sets from the accepted submissions and apply term weighting and Web-based filtering techniques to distill information about the topics covered by the papers. This enables us to visualize and interpret the change of hot ISMIR topics in the course of time. Furthermore, the performed analysis allows for assessing the cumulative ISMIR proceedings by semantic content (rather than by literal text search). To illustrate this, we introduce two prototype applications that are publicly accessible online 1 . The first allows the user to search for ISMIR publications by selecting subsets of ISMIR topics. The second provides interactive visual access to the joint content of ISMIR publications in the form of a tag cloud – the ISMIR Cloud."
8,Meinard Müller;Verena Konz;Andi Scharfstein;Sebastian Ewert;Michael Clausen,Towards Automated Extraction of Tempo Parameters from Expressive Music Recordings.,2009,https://doi.org/10.5281/zenodo.1416024,"Meinard Müller, Verena Konz, Andi Scharfstein, Saarland University and MPI Informatik, DEU, education;Sebastian Ewert, Michael Clausen, Bonn University, Computer Science, DEU, education","A performance of a piece of music heavily depends on the musician’s or conductor’s individual vision and personal interpretation of the given musical score. As basis for the analysis of artistic idiosyncrasies, one requires accurate annotations that reveal the exact timing and intensity of the various note events occurring in the performances. In the case of audio recordings, this annotation is often done manually, which is prohibitive in view of large music collections. In this paper, we present a fully automatic approach for extracting temporal information from a music recording using score-audio synchronization techniques. This information is given in the form of a tempo curve that reveals the relative tempo difference between an actual performance and some reference representation of the underlying musical piece. As shown by our experiments on harmony-based Western music, our approach allows for capturing the overall tempo flow and for certain classes of music even finer expressive tempo nuances."
9,Matija Marolt,Probabilistic Segmentation and Labeling of Ethnomusicological Field Recordings.,2009,https://doi.org/10.5281/zenodo.1415532,"Matija Marolt, University of Ljubljana, SVN, education","The paper presents a method for segmentation and labeling of ethnomusicological field recordings. Field recordings are integral documents of folk music performances and typically contain interviews with performers intertwined with actual performances. As these are live recordings of amateur folk musicians, they may contain interruptions, false starts, environmental noises or other interfering factors. Our goal was to design a robust algorithm that would approximate manual segmentation of field recordings. First, short audio fragments are classified into one of the following categories: speech, solo singing, choir singing, instrumental or bell chiming performance. Then, a set of candidate segment boundaries is obtained by observing how the energy of the signal and its content change, and finally the recording is segmented with a probabilistic model that maximizes the posterior probability of segments given a set of candidate segment boundaries with their probabilities and prior knowledge of lengths of segments belonging to different categories. Evaluation of the algorithm on a set of field recordings from the Ehtnomuse archive is presented."
