Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
0,Dan Ringwalt;Roger B. Dannenberg,Image Quality Estimation for Multi-Score OMR.,2015,https://doi.org/10.5281/zenodo.1414890,"Dan Ringwalt, Carnegie Mellon University, USA, education;Roger B. Dannenberg, Carnegie Mellon University, USA, education","Optical music recognition (OMR) is the recognition of images of musical scores. Recent research has suggested aligning the results of OMR from multiple scores of the same work (multi-score OMR, MS-OMR) to improve accuracy. As a simpler alternative, we have developed features which predict the quality of a given score, allowing us to select the highest-quality score to use for OMR. Furthermore, quality may be used to weight each score in an alignment, which should improve existing systems’ robustness. Using commercial OMR software on a test set of MIDI recordings and multiple corresponding scores, our predicted OMR accuracy is weakly but signiﬁcantly correlated with the true accuracy. Improved features should be able to produce highly consistent results."
1,Daniel Wolff;Andrew MacFarlane 0001;Tillman Weyde,Comparative Music Similarity Modelling Using Transfer Learning Across User Groups.,2015,https://doi.org/10.5281/zenodo.1417835,"Daniel Wolff, City University London, GBR, education;Andrew MacFarlane, City University London, GBR, education;Tillman Weyde, City University London, GBR, education","We introduce a new application of transfer learning for training and comparing music similarity models based on relative user data: The proposed Relative Information-Theoretic Metric Learning (RITML) algorithm adapts a Mahalanobis distance using an iterative application of the ITML algorithm, thereby extending it to relative similarity data. RITML supports transfer learning by training models with respect to a given template model that can provide prior information for regularisation. With this feature we use information from larger datasets to build better models for more specific datasets, such as user groups from different cultures or of different age. We then evaluate what model parameters, in this case acoustic features, are relevant for the specific models when compared to the general user data."
2,Matthew Prockup;Andreas F. Ehmann;Fabien Gouyon;Erik M. Schmidt;Òscar Celma;Youngmoo E. Kim,Modeling Genre with the Music Genome Project: Comparing Human-Labeled Attributes and Audio Features.,2015,https://doi.org/10.5281/zenodo.1417523,"Matthew Prockup, Drexel University, USA, education;Andreas F. Ehmann, Pandora Media Inc., USA, company;Fabien Gouyon, Pandora Media Inc., USA, company;Erik M. Schmidt, Pandora Media Inc., USA, company;Oscar Celma, Pandora Media Inc., USA, company;Youngmoo E. Kim, Drexel University, USA, education","Genre provides one of the most convenient categorizations of music, but it is often regarded as a poorly deﬁned or largely subjective musical construct. In this work, we provide evidence that musical genres can to a large ex- tent be objectively modeled via a combination of musi- cal attributes. We employ a data-driven approach utiliz- ing a subset of 48 hand-labeled musical attributes com- prising instrumentation, timbre, and rhythm across more than one million examples from Pandorar Internet Ra- dio’s Music Genome Projectr. A set of audio features motivated by timbre and rhythm are then implemented to model genre both directly and through audio-driven mod- els derived from the hand-labeled musical attributes. In most cases, machine learning models built directly from hand-labeled attributes outperform models based on audio features. Among the audio-based models, those that com- bine audio features and learned musical attributes perform better than those derived from audio features alone."
3,Christopher J. Tralie;Paul Bendich,Cover Song Identification with Timbral Shape Sequences.,2015,https://doi.org/10.5281/zenodo.1416824,"Christopher J. Tralie, Duke University, USA, education;Paul Bendich, Duke University, USA, education","We introduce a novel low level feature for identifying cover songs which quantiﬁes the relative changes in the smoothed frequency spectrum of a song. Our key insight is that a sliding window representation of a chunk of audio can be viewed as a time-ordered point cloud in high dimensions. For corresponding chunks of audio between different versions of the same song, these point clouds are approximately rotated, translated, and scaled copies of each other. If we treat MFCC embeddings as point clouds and cast the problem as a relative shape sequence, we are able to correctly identify 42/80 cover songs in the “Covers 80” dataset. By contrast, all other work to date on cover songs exclusively relies on matching note sequences from Chroma derived features."
4,Christof Weiß;Maximilian Schaab,On the Impact of Key Detection Performance for Identifying Classical Music Styles.,2015,https://doi.org/10.5281/zenodo.1416246,"Christof Weiß, Fraunhofer Institute for Digital Media Technology Ilmenau, DEU, facility;Maximilian Schaab, Fraunhofer Institute for Digital Media Technology Ilmenau, DEU, facility","We study the automatic identification of Western classical music styles by directly using chroma histograms as classification features. Thereby, we evaluate the benefits of knowing a piece’s global key for estimating key-related pitch classes. First, we present four automatic key detection systems. We compare their performance on suitable datasets of classical music and optimize the algorithms’ free parameters. Using a second dataset, we evaluate automatic classification into the four style periods Baroque, Classical, Romantic, and Modern. To that end, we calculate global chroma statistics of each audio track. We then split up the tracks according to major and minor keys and circularly shift the chroma histograms with respect to the tonic note. Based on these features, we train two individual classifier models for major and minor keys. We test the efficiency of four chroma extraction algorithms for classification. Furthermore, we evaluate the impact of key detection performance on the classification results. Additionally, we compare the key-related chroma features to other chroma-based features. We obtain improved performance when using an efficient key detection method for shifting the chroma histograms."
5,Xinquan Zhou;Alexander Lerch,Chord Detection Using Deep Learning.,2015,https://doi.org/10.5281/zenodo.1416968,"Xinquan Zhou, Center for Music Technology, Georgia Institute of Technology, USA, facility;Alexander Lerch, Center for Music Technology, Georgia Institute of Technology, USA, facility","In this paper, we utilize deep learning to learn high-level features for audio chord detection. The learned features, obtained by a deep network in bottleneck architecture, give promising results and outperform state-of-the-art systems. We present and evaluate the results for various methods and conﬁgurations, including input pre-processing, a bottleneck architecture, and SVMs vs. HMMs for chord classiﬁcation."
6,Cameron Summers;Phillip Popp,Temporal Music Context Identification with User Listening Data.,2015,https://doi.org/10.5281/zenodo.1415938,"Cameron Summers, Gracenote, company;Phillip Popp, Gracenote, company","""The times when music is played can indicate context for listeners. From the peaceful song for waking up each morning to the traditional song for celebrating a holiday to an up-beat song for enjoying the summer, the relationship between the music and the temporal context is clearly important. For music search and recommendation systems, an understanding of these relationships provides a richer environment to discover and listen. But with the large number of tracks available in music catalogues today, manually labeling track-temporal context associations is difficult, time consuming, and costly. This paper examines track-day contexts with the purpose of identifying relationships with specific music tracks. Improvements are made to an existing method for classifying Christmas tracks and a generalization to the approach is shown that allows automated discovery of music for any day of the year. Analyzing the top 50 tracks obtained from this method for three well-known holidays, Halloween, Saint Patrick’s Day, and July 4th, precision@50 was 95%, 99%, and 73%, respectively."""
7,Andreu Vall;Marcin Skowron;Peter Knees;Markus Schedl,Improving Music Recommendations with a Weighted Factorization of the Tagging Activity.,2015,https://doi.org/10.5281/zenodo.1416802,"Andreu Vall, Johannes Kepler University, AUT, education;Marcin Skowron, Johannes Kepler University, AUT, education;Peter Knees, Johannes Kepler University, AUT, education;Markus Schedl, Johannes Kepler University, AUT, education","Collaborative ﬁltering systems for music recommendations are often based on implicit feedback derived from listening activity. Hybrid approaches further incorporate additional sources of information in order to improve the quality of the recommendations. In the context of a music streaming service, we present a hybrid model based on matrix fac- torization techniques that fuses the implicit feedback de- rived from the users’ listening activity with the tags that users have given to musical items. In contrast to exist- ing work, we introduce a novel approach to exploit tags by performing a weighted factorization of the tagging ac- tivity. We evaluate the model for the task of artist recom- mendation, using the expected percentile rank as metric, extended with conﬁdence intervals to enable the compar- ison between models. Thus, our contribution is twofold: (1) we introduce a novel model that uses tags to improve music recommendations and (2) we extend the evaluation methodology to compare the performance of different rec- ommender systems."
8,Florian Krebs;Sebastian Böck;Gerhard Widmer,An Efficient State-Space Model for Joint Tempo and Meter Tracking.,2015,https://doi.org/10.5281/zenodo.1414966,"Florian Krebs, Johannes Kepler University, Linz, Austria, education;Sebastian Böck, Johannes Kepler University, Linz, Austria, education;Gerhard Widmer, Johannes Kepler University, Linz, Austria, education","Dynamic Bayesian networks (e.g., Hidden Markov Models) are popular frameworks for meter tracking in music because they are able to incorporate prior knowledge about the dynamics of rhythmic parameters (tempo, meter, rhythmic patterns, etc.). One popular example is the bar pointer model, which enables joint inference of these rhythmic parameters from a piece of music. While this allows the mutual dependencies between these parameters to be exploited, it also increases the computational complexity of the models. In this paper, we propose a new state-space discretisation and tempo transition model for this class of models that can act as a drop-in replacement and not only increases the beat and downbeat tracking accuracy, but also reduces time and memory complexity drastically. We incorporate the new model into two state-of-the-art beat and meter tracking systems, and demonstrate its superiority to the original models on six datasets."
9,Yu-Hui Huang;Xuanli Chen;Serafina Beck;David Burn;Luc J. Van Gool,Automatic Handwritten Mensural Notation Interpreter: From Manuscript to MIDI Performance.,2015,https://doi.org/10.5281/zenodo.1418267,"Yu-Hui Huang, KU Leuven, BEL, education;Xuanli Chen, KU Leuven, BEL, education;Serafina Beck, KU Leuven, BEL, education;David Burn, KU Leuven, BEL, education;Luc Van Gool, ETH Zürich, CHE, education","""This paper presents a novel automatic recognition framework for hand-written mensural music. It takes a scanned manuscript as input and yields as output modern music scores. Compared to the previous mensural Optical Music Recognition (OMR) systems, ours shows not only promising performance in music recognition, but also works as a complete pipeline which integrates both recognition and transcription. There are three main parts in this pipeline: i) region-of-interest detection, ii) music symbol detection and classification, and iii) transcription to modern music. In addition to the output in modern notation, our system can generate a MIDI file as well. It provides an easy platform for the musicologists to analyze old manuscripts. Moreover, it renders these valuable cultural heritage resources available to non-specialists as well, as they can now access such ancient music in a better understandable form."""
10,Kazuyoshi Yoshii;Katsutoshi Itoyama;Masataka Goto,Infinite Superimposed Discrete All-Pole Modeling for Multipitch Analysis of Wavelet Spectrograms.,2015,https://doi.org/10.5281/zenodo.1417575,"Kazuyoshi Yoshii, Graduate School of Informatics, Kyoto University, JPN, education;Katsutoshi Itoyama, Graduate School of Informatics, Kyoto University, JPN, education;Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), JPN, facility","This paper presents a statistical multipich analyzer based on a source-ﬁlter model that decomposes a target music audio signal in terms of three major kinds of sound quantities: pitch (fundamental frequency: F0), timbre (spectral envelope), and intensity (amplitude). If the spectral envelope of an isolated sound is represented by an all-pole ﬁlter, linear predictive coding (LPC) can be used for ﬁlter estimation in the linear-frequency domain. The main problem of LPC is that although only the amplitudes of harmonic partials are reliable samples drawn from the spectral envelope, the whole spectrum is used for ﬁlter estimation. To solve this problem, we propose an inﬁnite superimposed discrete all-pole (iSDAP) model that, given a music signal, can estimate an appropriate number of superimposed harmonic structures whose harmonic partials are drawn from a limited number of spectral envelopes. Our nonparametric Bayesian source-ﬁlter model is formulated in the log-frequency domain that better suits the frequency characteristics of human audition. Experimental results showed that the proposed model outperformed the counterpart model formulated in the linear frequency domain."
11,Laura Risk;Lillio Mok;Andrew Hankinson;Julie Cumming,Melodic Similarity in Traditional French-Canadian Instrumental Dance Tunes.,2015,https://doi.org/10.5281/zenodo.1414858,"Laura Risk, Schulich School of Music, McGill University, CAN, education, Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT), CAN, facility;Lillio Mok, Schulich School of Music, McGill University, CAN, education, Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT), CAN, facility;Andrew Hankinson, Schulich School of Music, McGill University, CAN, education, Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT), CAN, facility;Julie Cumming, Schulich School of Music, McGill University, CAN, education, Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT), CAN, facility","Commercial recordings of French-Canadian instrumental dance tunes represent a varied and complex corpus of study. This was a primarily aural tradition, transmitted from performer to performer with few notated sources until the late 20th century. Practitioners routinely combined tune segments to create new tunes and personalized settings of existing tunes. This has resulted in a corpus that exhibits an extreme amount of variation, even among tunes with the same name. In addition, the same tune or tune segment may appear under several different names. Previous attempts at building systems for automated retrieval and ranking of instrumental dance tunes perform well for near-exact matching of tunes, but do not work as well in retrieving and ranking, in order of most to least similar, variants of a tune; especially those with variations as extreme as this particular corpus. In this paper we will describe a new approach capable of ranked retrieval of variant tunes, and demonstrate its effectiveness on a transcribed corpus of incipits."
12,Sergio Oramas;Mohamed Sordo;Luis Espinosa Anke;Xavier Serra,A Semantic-Based Approach for Artist Similarity.,2015,https://doi.org/10.5281/zenodo.1415976,"Sergio Oramas, Music Technology Group, Universitat Pompeu Fabra, ESP, education;Mohamed Sordo, Center for Computational Science, University of Miami, USA, education;Luis Espinosa-Anke, TALN Group, Universitat Pompeu Fabra, ESP, education;Xavier Serra, Music Technology Group, Universitat Pompeu Fabra, ESP, education","This paper describes and evaluates a method for computing artist similarity from a set of artist biographies. The proposed method aims at leveraging semantic information present in these biographies, and can be divided in three main steps, namely: (1) entity linking, i.e. detecting mentions to named entities in the text and linking them to an external knowledge base; (2) deriving a knowledge representation from these mentions in the form of a semantic graph or a mapping to a vector-space model; and (3) computing semantic similarity between documents. We test this approach on a corpus of 188 artist biographies and a slightly larger dataset of 2,336 artists, both gathered from Last.fm. The former is mapped to the MIREX Audio and Music Similarity evaluation dataset, so that its similarity judgments can be used as ground truth. For the latter dataset we use the similarity between artists as provided by the Last.fm API. Our evaluation results show that an approach that computes similarity over a graph of entities and semantic categories clearly outperforms a baseline that exploits word co-occurrences and latent factors."
13,Shuo Zhang;Rafael Caro Repetto;Xavier Serra,Predicting Pairwise Pitch Contour Relations Based on Linguistic Tone Information in Beijing Opera Singing.,2015,https://doi.org/10.5281/zenodo.1416066,"Shuo Zhang, Universitat Pompeu Fabra, ESP, education;Rafael Caro Repetto, Universitat Pompeu Fabra, ESP, education;Xavier Serra, Universitat Pompeu Fabra, ESP, education","The similarity between linguistic tones and melodic pitch contours in Beijing Opera can be captured either by the contour shape of single syllable units, or by the pairwise pitch height relations in adjacent syllable units. In this paper, we investigate the latter problem with a novel machine learning approach, using techniques from time series data mining. Approximately 1300 pairwise contour segments are extracted from a selection of 20 arias. We then formulate the problem as a supervised machine-learning task of predicting types of pairwise melodic relations based on linguistic tone information. The results give a comparative view of fixed and mixed-effects models that achieved around 70% of maximum accuracy. We discuss the superiority of the current method to that of the unsupervised learning in single-syllable-unit contour analysis of similarity in Beijing Opera."
14,Graham Percival;Satoru Fukayama;Masataka Goto,Song2Quartet: A System for Generating String Quartet Cover Songs from Polyphonic Audio of Popular Music.,2015,https://doi.org/10.5281/zenodo.1415014,"Graham Percival, National Institute of Advanced Industrial Science and Technology (AIST), Japan, facility;Satoru Fukayama, National Institute of Advanced Industrial Science and Technology (AIST), Japan, facility;Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), Japan, facility","We present Song2Quartet, a system for generating string quartet versions of popular songs by combining probabilistic models estimated from a corpus of symbolic classical music with the target audio file of any song. Song2Quartet allows users to add novelty to listening experience of their favorite songs and gain familiarity with string quartets. Previous work in automatic arrangement of music only used symbolic scores to achieve a particular musical style; our challenge is to also consider audio features of the target popular song. In addition to typical audio music content analysis such as beat and chord estimation, we also use time-frequency spectral analysis in order to better reflect partial phrases of the song in its cover version. Song2Quartet produces a probabilistic network of possible musical notes at every sixteenth note for each accompanying instrument of the quartet by combining beats, chords, and spectrogram from the target song with Markov chains estimated from our corpora of quartet music. As a result, the musical score of the cover version can be generated by finding the optimal paths through these networks. We show that the generated results follow the conventions of classical string quartet music while retaining some partial phrases and chord voicings from the target audio."
15,Jan Schlüter;Thomas Grill,Exploring Data Augmentation for Improved Singing Voice Detection with Neural Networks.,2015,https://doi.org/10.5281/zenodo.1417745,"Jan Schlüter, Austrian Research Institute for Artificial Intelligence, AUT, facility;Thomas Grill, Austrian Research Institute for Artificial Intelligence, AUT, facility","In computer vision, state-of-the-art object recognition systems rely on label-preserving image transformations such as scaling and rotation to augment the training datasets. The additional training examples help the system to learn invariances that are difficult to build into the model, and improve generalization to unseen data. To the best of our knowledge, this approach has not been systematically explored for music signals. Using the problem of singing voice detection with neural networks as an example, we apply a range of label-preserving audio transformations to assess their utility for music data augmentation. In line with recent research in speech recognition, we find pitch shifting to be the most helpful augmentation method. Combined with time stretching and random frequency filtering, we achieve a reduction in classification error between 10 and 30%, reaching the state of the art on two public datasets. We expect that audio data augmentation would yield significant gains for several other sequence labelling and event detection tasks in music information retrieval."
16,Siddharth Sigtia;Nicolas Boulanger-Lewandowski;Simon Dixon,Audio Chord Recognition with a Hybrid Recurrent Neural Network.,2015,https://doi.org/10.5281/zenodo.1416594,"Siddharth Sigtia, Centre for Digital Music, Queen Mary University of London, UK, education;Nicolas Boulanger-Lewandowski, Université de Montréal, CAN, education, Google Inc., USA, company;Simon Dixon, Centre for Digital Music, Queen Mary University of London, UK, education","In this paper, we present a novel architecture for audio chord estimation using a hybrid recurrent neural network. The architecture replaces hidden Markov models (HMMs) with recurrent neural network (RNN) based language models for modelling temporal dependencies between chords. We demonstrate the ability of feed forward deep neural networks (DNNs) to learn discriminative features directly from a time-frequency representation of the acoustic signal, eliminating the need for a complex feature extraction stage. For the hybrid RNN architecture, inference over the output variables of interest is performed using beam search. In addition to the hybrid model, we propose a modification to beam search using a hash table which yields improved results while reducing memory requirements by an order of magnitude, thus making the proposed model suitable for real-time applications. We evaluate our model's performance on a dataset with publicly available annotations and demonstrate that the performance is comparable to existing state of the art approaches for chord recognition."
17,Beatrix Vad;Daniel Boland;John Williamson;Roderick Murray-Smith;Peter Berg Steffensen,Design and Evaluation of a Probabilistic Music Projection Interface.,2015,https://doi.org/10.5281/zenodo.1416670,"Beatrix Vad, School of Computing Science, University of Glasgow, United Kingdom, education;Daniel Boland, School of Computing Science, University of Glasgow, United Kingdom, education;John Williamson, School of Computing Science, University of Glasgow, United Kingdom, education;Roderick Murray-Smith, School of Computing Science, University of Glasgow, United Kingdom, education;Peter Berg Steffensen, Syntonetic A/S, Copenhagen, Denmark, company","We describe the design and evaluation of a probabilistic interface for music exploration and casual playlist generation. Predicted subjective features, such as mood and genre, inferred from low-level audio features create a 34-dimensional feature space. We use a nonlinear dimensionality reduction algorithm to create 2D music maps of tracks, and augment these with visualisations of probabilistic mappings of selected features and their uncertainty. We evaluated the system in a longitudinal trial in users’ homes over several weeks. Users said they had fun with the interface and liked the casual nature of the playlist generation. Users preferred to generate playlists from a local neighbourhood of the map, rather than from a trajectory, using neighbourhood selection more than three times more often than path selection. Probabilistic highlighting of subjective features led to more focused exploration in mouse activity logs, and 6 of 8 users said they preferred the probabilistic highlighting mode."
18,Asterios I. Zacharakis;Maximos A. Kaliakatsos-Papakostas;Emilios Cambouropoulos,Conceptual Blending in Music Cadences: A Formal Model and Subjective Evaluation.,2015,https://doi.org/10.5281/zenodo.1416056,"Asterios Zacharakis, Aristotle University of Thessaloniki, GRC, education;Maximos Kaliakatsos-Papakostas, Aristotle University of Thessaloniki, GRC, education;Emilios Cambouropoulos, Aristotle University of Thessaloniki, GRC, education","Conceptual blending is a cognitive theory whereby elements from diverse, but structurally-related, mental spaces are ‘blended’ giving rise to new conceptual spaces. This study focuses on structural blending utilising an algorithmic formalisation for conceptual blending applied to harmonic concepts. More speciﬁcally, it investigates the ability of the system to produce meaningful blends between harmonic cadences, which arguably constitute the most fundamental harmonic concept. The system creates a variety of blends combining elements of the penultimate chords of two input cadences and it further estimates the expected relationships between the produced blends. Then, a preliminary subjective evaluation of the proposed blending system is presented. A pairwise dissimilarity listening test was conducted using original and blended cadences as stimuli. Subsequent multidimensional scaling analysis produced spatial conﬁgurations for both behavioural data and dissimilarity estimations by the algorithm. Comparison of the two conﬁgurations showed that the system is capable of making fair predictions of the perceived dissimilarities between the blended cadences. This implies that this conceptual blending approach is able to create perceptually meaningful blends based on self-evaluation of its outcome."
19,Jeongsoo Park 0001;Kyogu Lee,Harmonic-Percussive Source Separation Using Harmonicity and Sparsity Constraints.,2015,https://doi.org/10.5281/zenodo.1417323,"Jeongsoo Park, Seoul National University, KOR, education;Kyogu Lee, Seoul National University, KOR, education","In this paper, we propose a novel approach to harmonic-percussive sound separation (HPSS) using Non-negative Matrix Factorization (NMF) with sparsity and harmonicity constraints. Conventional HPSS methods have focused on temporal continuity of harmonic components and spectral continuity of percussive components. However, it may not be appropriate to use them to separate time-varying harmonic signals such as vocals, vibratos, and glissandos, as they lack in temporal continuity. Based on the observation that the spectral distributions of harmonic and percussive signals differ – i.e., harmonic components have harmonic and sparse structure while percussive components are broadband – we propose an algorithm that successfully separates the rapidly time-varying harmonic signals from the percussive ones by imposing different constraints on the two groups of spectral bases. Experiments with real recordings as well as synthesized sounds show that the proposed method outperforms the conventional methods."
20,Wai Man Szeto;Kin Hong Wong,A Hierarchical Bayesian Framework for Score-Informed Source Separation of Piano Music Signals.,2015,https://doi.org/10.5281/zenodo.1417061,"Wai Man SZETO, The Chinese University of Hong Kong, CHN, education;Kin Hong WONG, The Chinese University of Hong Kong, CHN, education","Here we propose a score-informed monaural source separation system to extract every tone from a mixture of piano tone signals. Two sinusoidal models in our earlier work are employed in the above-mentioned system to represent piano tones: the General Model and the Piano Model. The General Model, a variant of sinusoidal modeling, can represent a single tone with high modeling quality, yet it fails to separate mixtures of tones due to the overlapping partials. The Piano Model, on the other hand, is an instrument-specific model tailored for piano. Its modeling quality is lower but it can learn from training data (consisting entirely of isolated tones), resolve the overlapping partials and thus separate the mixtures. We formulate a new hierarchical Bayesian framework to run both Models in the source separation process so that the mixtures with overlapping partials can be separated with high quality. The results show that our proposed system gives robust and accurate separation of piano tone signal mixtures (including octaves) while achieving significantly better quality than those reported in related work done previously."
21,Patrick E. Savage;Quentin D. Atkinson,Automatic Tune Family Identification by Musical Sequence Alignment.,2015,https://doi.org/10.5281/zenodo.1417135,"Patrick E. Savage, Tokyo University of the Arts, JPN, education;Quentin D. Atkinson, Auckland University, NZL, education","Musics, like languages and genes, evolve through a process of transmission, variation, and selection. Evolution of musical tune families has been studied qualitatively for over a century, but quantitative analysis has been hampered by an inability to objectively distinguish between musical similarities that are due to chance and those that are due to descent from a common ancestor. Here we propose an automated method to identify tune families by adapting genetic sequence alignment algorithms designed for automatic identification and alignment of protein families. We tested the effectiveness of our method against a high-quality ground-truth dataset of 26 folk tunes from four diverse tune families (two English, two Japanese) that had previously been identified and aligned manually by expert musicologists. We tested different combinations of parameters related to sequence alignment and to modeling of pitch, rhythm, and text to find the combination that best matched the ground-truth classifications. The best-performing automated model correctly grouped 100% (26/26) of the tunes in terms of overall similarity to other tunes, identifying 85% (22/26) of these tunes as forming distinct tune families. The success of our approach on a diverse, cross-cultural ground-truth dataset suggests promise for future automated reconstruction of musical evolution on a wide scale."
22,Igor Vatolkin;Günter Rudolph;Claus Weihs,Evaluation of Album Effect for Feature Selection in Music Genre Recognition.,2015,https://doi.org/10.5281/zenodo.1416328,"Igor Vatolkin, TU Dortmund, DEU, education;Günter Rudolph, TU Dortmund, DEU, education;Claus Weihs, TU Dortmund, DEU, education","With an increasing number of available music characteristics, feature selection becomes more important for various categorisation tasks, helping to identify relevant features and remove irrelevant and redundant ones. Another advantage is the decrease of runtime and storage demands. However, sometimes feature selection may lead to “over-optimisation” when data in the optimisation set is too different from data in the independent validation set. In this paper, we extend our previous work on feature selection for music genre recognition and focus on so-called “album effect” meaning that optimised classification models may overemphasize relevant characteristics of particular artists and albums rather than learning relevant properties of genres. For that case we examine the performance of classification models on two validation sets after the optimisation with feature selection: the first set with tracks not used for training and feature selection but randomly selected from the same albums, and the second set with tracks selected from other albums. As it can be expected, the classification performance on the second set decreases. Nevertheless, in almost all cases the feature selection remains beneficial compared to complete feature sets and a baseline using MFCCs, if applied for an ensemble of classifiers, proving robust generalisation performance."
23,Cheng-i Wang;Jennifer Hsu;Shlomo Dubnov,Music Pattern Discovery with Variable Markov Oracle: A Unified Approach to Symbolic and Audio Representations.,2015,https://doi.org/10.5281/zenodo.1416480,"Cheng-i Wang, University of California, San Diego, USA, education;Jennifer Hsu, University of California, San Diego, USA, education;Shlomo Dubnov, University of California, San Diego, USA, education","This paper presents a framework for automatically discovering patterns in a polyphonic music piece. The proposed framework is capable of handling both symbolic and audio representations. Chroma features are post-processed with heuristics stemming from musical knowledge and fed into the pattern discovery framework. The pattern-ﬁnding algorithm is based on Variable Markov Oracle. The Variable Markov Oracle data structure is capable of locating repeated sufﬁxes within a time series, thus making it an appropriate tool for the pattern discovery task. Evaluation of the proposed framework is performed on the JKU Patterns Development Dataset with state of the art performance."
